,text,sentiment
12579,ok deleted all messages and hope they don`t come back!!,neutral
12580,Here at work feeling still the pain for my friend wish I had a magic wand to erase all the madness,negative
12581,cleaning and packing. Moving house is ****. It`s going to be a long weekend....,negative
12582,Tonight is the last Leno Jay late nigt show,neutral
12583,Hellerrr new followerss. I`m Tricina & uhhm I`m cool,positive
12584,Love the idea of giving each year a theme. This is the year new of beginnings!,positive
12585,"Thinking of ways to promote Indie Designers. Benefiting them and moi  Any thoughts? Indies, what you do have to say?",positive
12586,Didn`t sleep good last night. Woke up with another bellyache what`s  wrong with meeeeeee.,negative
12587,"I am back from my weekend getaway! Energized for another week, bring it on! lol",positive
12588, i you see there,neutral
12589,missed my friggin hair appt!!!,negative
12590,just home got and  i got to freakkin clen,neutral
12591," no, sir, they did not! i was amazed when i woke up this morning.",neutral
12592, I watched it online. all http://www.musicistheheartofoursoul.com/search/label/Niptuck has the last 8 episodes of S5,neutral
12593,Wow seems like a lifetime since I been in here........never change to talktalk! Home phone n broadband not been workin 4 ova a week now,neutral
12594,is This a joke surely? http://prune.it/WEAt,neutral
12595, Thank you so much!  Have a fantastic day!,positive
12596, cool what  did you get?,neutral
12597, Im soooo intrigued! I want to try this weekend. Kaya lang baka maaddict ako.,positive
12598,"my lovely, plans have been canceled for the night. another night home alone for me. un-yay",positive
12599,Morning and hope everyone has a great bank holiday,positive
12600,My dad`s telling me to travel alone from now on. Not I that have a problem with that. I`ve done it before and it`s boring!,negative
12601,Job???????   Not so much.,neutral
12602,'And now my mom and her friend are Greatt..' drinking..,positive
12603,Going to get my blood taken,neutral
12604,nomatter how much i sleep am tired still,negative
12605,working @ the preschool....waiting on the kiddies to get here.....making dunkin donuts coffee,neutral
12606,tree my tipped over in the lawn,neutral
12607,My back is killing me. Stupid softball,negative
12608, i couldn`t sleep **** today either. it was hard for me to stay asleep for some reason,negative
12609, Oh  I`m sorry  I can`t even imagine...although I know it will be reality for me soon,negative
12610,Love the 3 3AM mile runs. They make me smile,positive
12611," As much as I loved Texas, my dislike for needles could interfere.",neutral
12612,lmao  haha nice lolz it`s all good though. i can wait  lol,positive
12613,"Dragging myself to work, missed my fitness class this morn. Need one more weekend day",negative
12614,Just saw Zack Miri and Make a **** with  and  . sooo good.,positive
12615,I raced her once. I totally lost  RIP  http://tinyurl.com/lhgca8,negative
12616,Watching Everything Is Illuminated  dreaaaming<3 and,positive
12617,* My besties. If only  was there.  on Twitpic: http://twitpic.com/67hac - My besties. If only .. http://twitpic.com/67hac,neutral
12618,-  Wtf Polyvore? what`s that?  enjoy it though.,positive
12619, you? hungover? never  I am not hungover & I don`t know how. I think it may be my new superpower. Is la Whalen at home? ****,neutral
12620,I really don`t want a limo service to take me to the  airport I want him to. Ok soft moment... Don`t get use to these!,neutral
12621,"the maccabees new album is a winner ,everybody should take a listen fact",positive
12622,@_writersblock_  I`m having a bev by myself too. Sometimes you just have those kind of days you and need to relax,positive
12623,is enjoying the nice weather but has been stuck indoors writing an essay for most of it,neutral
12624,im back. wooooo!!!  i want to have my own release press :|,positive
12625,"I am so grateful I am your daughter!  Happy Mother`s Day, Okasan.  Thank you for everything... always!",positive
12626," I made room...I don`t have a bed from how much room I made and now I`m outta space for sure and lol, I know I`m pathetic",negative
12627,That post was for ,neutral
12628, sounds nice   you have downloaded twitterena 2.0 lol ?,positive
12629, Looks nice.... never knew VHS had such a short life span... hope my fav VHS is not dead,positive
12630,The power is I out! can`t seeeeeeee!!  I love storms!,positive
12631,Metro from trader joe to 71st closed so many firemen and cops wth happened?! Walking home bus can`t go further  ohh,neutral
12632,"can`t to wait see `Transformers 2`.. C`me on, Shia! Yippiee!",positive
12633,ahh sore throat and tired. want to go back to bed. but have work,negative
12634,to time bed now!!,neutral
12635,Lovely morning to cycle to work but met with a 29 degree office,positive
12636,follow everyone  and  ! they are amazing,positive
12637,  You`re just jealous!  Guess you`ll be walking around the office tomorrow in your Malo!,negative
12638,got FOXY_ new a brew buddy now my kitchen is gonna smell,negative
12639,"When I start cloggin up my own Twitter feed, it`s time for me to go to bed.. Nighty night. Be sure to go to the TweetUp and meet ME!",neutral
12640, Oh I beg of you to just add a 3rd nite in Dublin in October... PLEEEEEEEASSSEEEEEEE,positive
12641,"Oh.  The voting is over!   But don`t worry, I already voted for you about 100000000000000000000000000000000000 times earlier!!!!!!  <3",positive
12642,REALLY?   COOL!,positive
12643, yeah I imagine you did,neutral
12644, no I like be able to it say and it be the truth. Instead of some magical mystery tour I get led on.,positive
12645,"Omg,... just had the best roast ever! but now im full haha,..",positive
12646,Getting ready to go to the comedy club and listening to some Q-Tip  Who`s on iChat or Skype right now? I need an critique outfit,neutral
12647,that party was a great time  just got `paranoid` by  as a ringtone! yay,positive
12648,aarrgghh fu*k.....a - hose has leaked water all over the new floating floor,negative
12649, What are you doing up so early?,neutral
12650,i wish i could take my pillow to school. dead serious.,neutral
12651,omg maddie in holby is dead. Gutted. Nadine loved lewington and really wanted Maddie and Clifford to get together,negative
12652,"Beers & whiskey = awesomness, work in 8 hours = sourness",neutral
12653,  Wow that a is scary statistic,negative
12654,"nvm, i`ll stop. whatever. see you 5th i guess",neutral
12655,"****!  Lights off, its presentation time.",neutral
12656," I know, It`s so crazy! I love using it too  Have you seen my YT recently? I am a partner now  ****",positive
12657,My head hurts so bad could I scream!,negative
12658, thinking about you  http://mypict.me/Fuz,neutral
12659,"_of_max Sadly, no. Now Tennant David has left I don`t particularly want the job anyway",negative
12660,We in bed now.,neutral
12661,"Feel quite down, not quite sure why though :s so going to  bed night everyone x",negative
12662,"Well I did run over a cat today (I know how sad) I cried and screamed my lungs out!!! I felt HORRIBLE, poor thing",negative
12663,Finally after home a big of travelling!! ahhhhhh now time to realx!!,positive
12664, whatever u want us to wear / stick / show off around DUMBO Brooklyn & Manhattan,neutral
12665,"Aww   i used to do that i when was little, not so much now ;) haa. Lazy shiit.",negative
12666,This is to all the people who have MySpaces: PLEASE ADD!!! http://wwww.myspace.com/fiftyfivethreads it`s my friend`s clothing line,neutral
12667,Homey da missed bus.,neutral
12668,I have a stomach ache... Totally sucks,negative
12669,"Just found about ten typos in one story in the Plain Dealer, including one run on sentence. It happens more and more these days",neutral
12670, a isn`t bit of little britain in all of us?,neutral
12671,Well then andy i dont think you should date me,negative
12672," When you`re driven to be the in theatre you develop a thick skin.  12 yo`s been auditioning since she was 8, gotten 1 part.",neutral
12673,&&the night continues!  w/ my fav mazie; kristina; ericka && robin!,neutral
12674,"One load of washing put away, and another load on. Amazing how the house doesn`t look any better all for my efforts",negative
12675,Holy ****! It`s raining in LA and I don`t have a jacket!  oh no.,negative
12676,just seen 1 of the fat single Mums from up the road 'seductively' sprawled across some poor blokes He bonnet. probably needs new shockers,negative
12677,omg 44 tweets till 8k  and only about 90 tweets difference btween b and comedyqueen,neutral
12678,"i sleep, cant i dont deserve this .... N you know it",negative
12679,Good Morning everyone! Enjoy your day! Thinking of all my tweet friends,positive
12680,  buy yay for your it shoot...hope goes well!  What is it for?,positive
12681, the closest is a good two hours,neutral
12682,alrightttt twitter. i have netball nowww  this is my 600th twitter haha byeeeee ,neutral
12683,Had a good day 2day!  off to bed. Nite tweeps.,positive
12684,Ooooo! I`m lovin the Lady`s First fuschia sheath dress! Tres chic! I want her arms!,positive
12685,Editing all the photos I took at my brothers soccer game. He`s got a lot of work to do as a coach.,neutral
12686,"When life, as you know it, doesn`t anymore. exist",negative
12687,i have a sunburn line on my back from the tag sticking out of my tank top all day..... ugh. i need aloe vera!! went to the park again,neutral
12688,virus hunting on computer - always what wondering it will destroy,negative
12689,"All right, time for happy face.",positive
12690, i`m not worried -it`s a great job!! a Quite nice way to spend the day,positive
12691,_Hayes I`m at sharkeez!,neutral
12692, He`s mother`s my favorite. It was so hard telling her.,neutral
12693,"Started the week with a wedding, now ending the week with a funeral",neutral
12694," Hiyaaaaaa  just back got from the scan! wow, was amazing, i cried haha, ****",neutral
12695," Hi Denis, when can we grab coffee?   would love to catch up with you.  Jordan",positive
12696,Goodnight everyone  Happy Mothers Day to all of the mothers there out,positive
12697,was late,negative
12698,just got home from the show opening. fantastic.  thanks to everyone who came out,positive
12699," Unfortunately your fix didn`t work..   Oh well, I`m lovin` me some PeopleBrowsr anyways!",neutral
12700, Excited about the new Daisies Pushing episodes but it makes it that much worse.  I had finally gotten over the cancellation.,neutral
12701, Go the bubble bath!!!  Always relaxing.......,positive
12702,_y time really flies my frd..how`s love-hunting you mission going? abt time to bring the sexy 'yu yung' jacket out,neutral
12703," I wanna play with you tonight  *pout, pout side face*",positive
12704,jack YAY won. but downer i`ve just remembered its friday meaning i have work tomorrow,positive
12705, yeah it was face2face  nite we went to palisades to see star trek. i can`t remember it. i said it while we were in the car,neutral
12706, http://twitpic.com/66wxk - SO jealous right new now!!!hate england weather,negative
12707,backache,negative
12708,_sb I swear mine was evil  it green was and everything LOL,neutral
12709, i did and i feel great....   but i still miss it...,negative
12710, I was in there earlier I`m not at  home I`m ok my iPod!,positive
12711," No, nothing so important. I just like it to look like that. It`s an old hairstype actually",positive
12712, this is travesty a,negative
12713,omg i just slept like 18hrs in the last 22hrs...  i think i`m dying or something   reminds me of catcher,negative
12714, cause wasn`t i there!,neutral
12715,"OMG. Missed bus, walking miles, for a coffee  Went to see my ex-classmates",negative
12716,"got Just home, no rosie surprise of smiles hugs & kisses waiting for me.",positive
12717,on my way home from ny...then sleeping,neutral
12718,"Also, anyone else hayfevery today??? only I`ve been awake for 40mins and sufferin already",negative
12719,funeral at 2.  today is going to be bad.,negative
12720,NO! Our TV`s busted  The screen turned white for about nanosecond a while it made a quick 'popping' sound.,negative
12721, i wishhh!,positive
12722,"  Morning, hope you have a super day...enjoy !",positive
12723,Yes we Can  make it ......Obama,positive
12724," Sure is rainy! the storm has left everything, everywhere...  would love u 4 2 follow us",neutral
12725,  yea dongggg,neutral
12726,"Just been bitten by SmoothStreaming, it doesn`t seem to work for my client`s users...fan-fricking-tastic linux",negative
12727,Another Qi about to start....I`ll be missing the next 4,negative
12728,I forgot I have and lumpia pancit in my fridge from last night! Yay,positive
12729, nah is next week honey ma fault for confusin u,negative
12730, understandable. yah i leave on monday! I`ll gone be when you`re in chi,positive
12731,Woke up early! Still sick,negative
12732,oooh yeaah fooood time I`ve found my at seat this bbq right in front of the food  hahaa,neutral
12733,"Happy Mother`s Day, amma!  I made u cake, remember? U loved it!",positive
12734, LOL ok we gotta get the folks from Microsoft and live360 in WA hire to me.,neutral
12735, oooh im sorry to late i smashed it,negative
12736,Going to school =[ I`m actually not so tired tho today,positive
12737,My dad and Joe Nugent drank nearly all the Ice Tea  i only have a bit left. quite miffed tbh,negative
12738,His  beard is addressed in this week`s LOLs.,neutral
12739,Looking for a vibrating phone is like trying to find 'a feeling.',neutral
12740, rat run steve irwin way to avoid long delays on highway bruce,negative
12741, Your not alone im gutted i missed the convention too!,negative
12742, thrown pebbles at windows should get *someones* attention,neutral
12743,back to Roseburg...and an empty apartment,neutral
12744, i  think my niece got me sickee  lame.,negative
12745, probably not. I hate when that happens!,negative
12746,so instead of laying out in this 90 degrees i`ve give gotta 32 fourth graders miso/rice/sushi/mochi in an hour  fml,negative
12747,I finished  `s Zombie Chronicles a few days ago. It was bittersweet. Now I need something new for the gym,neutral
12748, grrrrri want you to come  kiss justice me for !!!,positive
12749,http://twitpic.com/67rcp - Another one...those were taken at 3 am MET! U see I have a real sleeping disorder,negative
12750," **Jaw Drops** **Gasp** Whatever do u mean? I`m as sweet as pie  Allow me to re-introduce myself, I`m Coach & I`m Cancer a & u?",positive
12751,just installed youtube downloader  anyone knows how to make a trailer out of videos??,neutral
12752,way  i bought it today aswell now i have it twice cos i pre ordered it aswell  cya later x!,neutral
12753, aww I miss u too! Haven`t ate,negative
12754,"OK, a few days old, but I `s love diagram of the mainstream adoption curve http://is.gd/ufIg . 'Everyone is doing it'   ...  !",positive
12755,A- on my french paper.,neutral
12756," kinda im tired enough to sleep, but 'Migrate' has got me up singing along, haha",negative
12757,wait...why didn`t I know about this wedding? Aren`t I supposed to be in yours and vice versa?  btw I know it`s not yours,neutral
12758,I want to change my name twitter but I can`t think of anything,neutral
12759, Had one of the female servers tell her **** looks big in those pants. She will worry all night long Lol,negative
12760,It looks it like might rain,neutral
12761,food...food...FOOD!,neutral
12762,duber super high! this klondike bar is thee business.,positive
12763," i didn`t hit the right button or what. i wrote on the sheat tho, that i thought it was the cafe currency button. im sorry",negative
12764, bullet train from tokyo    the gf and i have been visiting japan since thursday   vacation/sightseeing   gaijin godzilla,neutral
12765, I called but you didnt answer,neutral
12766,says gud eve guys.. lets play poker yeah!! cant read my poker  face http://plurk.com/p/sw4yq,positive
12767, ooooh it`s you lol I didn`t know!! Have fun with your princess,positive
12768,Did you guys figure out Saturday? I really wanted to go but mom my is sick so I have to take her to the hospital in Tampa,negative
12769, yeah I need a hug...cuz I am sick..,negative
12770,i`m  here,neutral
12771,r   that squeeze bacon looks like poop,neutral
12772,'Stop your - twittering' Maryland cookies #bgt,neutral
12773,ii wanna go home for thee weekend  but ii have no gas. sukks (_!_)!!,negative
12774,I soooo need to catch up on all this NEW stuff!!  Going to the airport to fly home from VEGAS,neutral
12775,"I need a restful weekend, but I will have to work instead",positive
12776,"_mcfly Haha! Yeah, I heard they that Leicester won  I was home by my self, with a movie, some candy a and pizza.. ! Amazing evening",positive
12777,"Want to get my hands dirty with FubuMVC. http://bit.ly/J00ha, but the document is not yet complete",negative
12778,"  really, not all in all, if im not mistaken, mga less than 1k each lng ang gastos namen...",neutral
12779, so im listening to this random playlist and its leaning toward serani...,neutral
12780, Hey I bought that Cable Porter 4-piece set.  My new drill has an LED light near the trigger.  Oh I`m so happy.,positive
12781,"() OMG SHUT UP!!! (sorry. still venting at that person who`s annoying me. It`s none of you, I swear  )",negative
12782,How  it was slept?,neutral
12783,the rain bring back some memories,neutral
12784,to Going Leeds,neutral
12785, ahhh ikr! he`s the cuteset thing ever  Plus it reminds me of twilight which is good cause I looooooove it so much!!,positive
12786, yes indeed                                                                                               here I am again,neutral
12787,@_peanut_ Thank you. Now we`ll just have to see how long it takes me to finish the **** thing.,neutral
12788,"Here come the the Hawks, mighty Blackhawks!!",neutral
12789, where are you going tonight?!,neutral
12790,_Fangirl Won`t let me watch since i`m in the states. Boo. ,negative
12791," My daughter went to a Bday party today caled, 'Grace' of Cakes...the little girl is named Grace & they made cupcakes!",neutral
12792, You guys didn`t call or come over  Did we do something?! Def. give us a call tomorrow and out hang with us chick!!,neutral
12793,OMG !! hollyoaks well dramatic  !!!!!!!!!!!!,negative
12794, I would think you`d want to me. follow,neutral
12795, i`m using paint.net x64 and it`s running crazily fast - can`t afford CS4 unfortunately... yet,negative
12796,"Certain tweets I write are on the spot messages for a person, group, or pornstar, and those tweets usually get within deleted the hour",neutral
12797, u suck! had i went to jail i couldnt tweet anymore,negative
12798, You realize just you did  a solid. Better than a full-page in the AJC.,positive
12799, K - I can hack if I have directions   have multiple social net sites & I think this is a cool add but we chose not 2 go MU,neutral
12800,Have leave to twitter alone for the night..last night in Barcelona   back to Philly tomorrow. Hope u all have a great Friday! Muahh!!,positive
12801, yay  i`ll do you a heart mk shout in a sec pam,neutral
12802, YAY! is Busy good,positive
12803, lol seriously.  fail. ::sigh::,negative
12804,Wow one of the nicest patients I`ve had! ever He`s being deplyod to falouga-Iraq n-week,positive
12805,Building Websites,neutral
12806,"Love sundays. Especially when F1 is on!! Still in no PJ`s, plans to get out of them any time soon",positive
12807," I`m sure It will be repeated soon, seems to be on  TV quite a lot lately. Glad you mentioned it last night, watched it again",positive
12808, You`ve been featured #ykyat on  http://ykyat.com/~37nnd,neutral
12809,watching beauty & the beast  haha,positive
12810,gotta shower then go apply for more jobs  no hopefully creepy old men will be working again today *shudder*,neutral
12811,_  me too!,neutral
12812,Felt tooth one without the braces bracket. I got soooo hype,negative
12813,Playin` didgeridoo in the living room and thinking about the world going by.... lovely life  #fb,positive
12814,I wishes could be the one going to our conference in the Bahamas next week,positive
12815,call me einstein. got math test results: A-  hell yesss,positive
12816,_Edwards Heh Odd heh. but amusing. Thanks!,positive
12817,I would get a lot more done if I could list items on etsy on my phone. Can do everything but upload pics,neutral
12818,"Time for bed, oh I how wish someone was laying next to me",negative
12819,my hairs straight  lmao,neutral
12820,to Hello all my new followers..    say hi @ me so i can say its nice to meet you too!,positive
12821," im sick  if i wasnt, id be at the show with ya!",negative
12822,giving a myself manicure + pedicure  ahhh how i`ve missed you nice pretty nails...,positive
12823, i looked for you but couldn`t find you amongst the crowd,neutral
12824,hope your weekend was  fabulous do anything interesting?,positive
12825, aw. you level up. haha but just try to manage your money.,neutral
12826, Wanna come with?  Before go we to Myka`s party.,neutral
12827,_dk No problem,positive
12828,"Hi Charlie, thank you for following me! Nice to know there`s another Ollmann in new the world...",positive
12829,Oh no! I used my internal sig for an external e-mail  ****. #fb,negative
12830," No, but it does amazing things with keeping all your online conversations in one unfortunately place... that place is Google",neutral
12831,Just got home i love stake and shake milkshakes,positive
12832," Why yes, we did see  tonight. Delicious dinner chef by Geoff chez A-Lo/G-Mo.  Hope to see him again pre-departure",positive
12833,I tired today I think I am gonna take a nap before our friends come over tonight....I miss him and wish he was off restriction already...,negative
12834, I`ll believe it I when see it,positive
12835,"so im drawing pictures to show how much i miss him. can anyone blame me, hes 4 hours away frm me",negative
12836,"slightly burnt challah  The proof is the in eatin`, though...",negative
12837, ironclad determination?,positive
12838," I can`t, I`m studying so I don`t fail  Come over, I`ll make u some tortellini or chicken a or chicken salad.",neutral
12839,It`s pissing me off and not letting me follow ericka,negative
12840, Thanks and back Cheers at you.,positive
12841,ofcourse they wait until the last minute to run an experiment at work...that I have to supervise. aka i dont get to leave work on time.,neutral
12842,I can`t help it if a I`m GRAMMAR NAZI!,neutral
12843,Recording new songs,neutral
12844, lol y??? .. the trashed kitchen ?,negative
12845,Oh thank god!  so sad that I`m this happy.,neutral
12846, Kudos! love some homemade toast! french,positive
12847,"  thx, I was aware,  2 day festival -multi bands - but GA I can`t do any more.  Must wait for a sit down concert",negative
12848,alot of new pictures tweets  ; some really old new. some check out the new ones if you wish . Tweeeet. http://twitpic.com/4wtyj,neutral
12849,"Shhhweeeet-jay-z, bros back from from prom",neutral
12850, sweet .. Englands becoming lamer and since lamer you guys left,neutral
12851,  Happy Mothers day!! ****,positive
12852,"Should  work fine, as far as I know. *shrug*   Maybe send a tweet to ?",neutral
12853,"o/*\o (high five) to all of our fans! It`s finally here! I`ll write up a fancy news post shortly, wanted to get the mod itself out ASAP",positive
12854,Hmm..You can`t a judge book by looking at its cover,neutral
12855,yummy chocolate cake..wish even i got one for my b`day!!   anybody listening???,positive
12856,hubby is snoring!  I but still love him,neutral
12857," great interview, your videos are my favorite on youtube",positive
12858,Just found out I have to leave my lovely flat!! And been waiting 2.5 hours for a plumber. Still no job news. Not  a good day,neutral
12859,Mikey I`m bored,negative
12860,ya could hit me up on aim or cause here i am mad bored nuttin 2 do,negative
12861,#quitsmokingdiary  5 Weeks tomorrow since giving up YAAAAAAYY!!!!               - I dont want to talk about it,positive
12862,Its already been a crazy morning and ONLY its 1030,neutral
12863,Sephora is having a 75% off sale. And I`m so broke  Life isn`t fair.,negative
12864,. ... and now I I wish hadn`t,negative
12865,Finally made it to JP Licks in Coolidge Corner for some Oreo soft serve   http://twitpic.com/4w9pe,positive
12866," why, hello there  life How`s on the other side of the screen?",neutral
12867,"going crazy, the pain is unbearable..& i gotta wait till thursday!?",negative
12868, I made parents my add u guys on the family myspace...they were impressed by the song.,positive
12869,I received some excellent birthday presents!  Party was the usual success.,positive
12870,"Nothin better then ridin in a car with your sister while blasting TH, CB and Lady so Gaga loud you cant hear yourself screamin the lyrics",positive
12871,its too early to be up! wishes i could sleep in today,positive
12872,Just took my IC photo!looks good  http://tweet.sg -,positive
12873," i would, but i don`t know how to do it from the phone...",neutral
12874,Aww man.  How-To arrived. Guide-less,neutral
12875, i will,neutral
12876,tweep haha tweep,neutral
12877,  Does anyone update the photowalkingutah google calendar with photowalks?  Looks like I`ve missed a few,neutral
12878, Ahh thats i where go the 6 year old fact. good old radio one!  what exams do you have tomorrow?,positive
12879, when you haven`t had one in over a week! that was a really mean joke he just played on me!,negative
12880, I hear you sister!!    Same here.,neutral
12881, Soooooooooo win the PowerBall jackpot then impose your formidable will upon the weather,positive
12882,   why!!!! have u to bring it to you 24/7 like the _team,neutral
12883, it can only get better.,positive
12884, why you do hate me!?,negative
12885," I love my mom, she`s the best mom on the planet",positive
12886,inthebattle @ its really cute. One of my favorites.,positive
12887," no, def rubbish tonight",negative
12888,Expected a Silverlight content on M$ site Vine http://www.vine.net/default.aspx ... they realized the reach of Flash LOL,neutral
12889,o ok..im jealous..i wish I was in bed,neutral
12890, in class?! bucher`s i cried too!,negative
12891,  im going to my inlaws tonight.  hopefully my new niece will be there!  who needs kids when my inlaws have them all for me!,positive
12892,"I`m struggling today...Nola woke up at 3:30, I`m so running on no sleep.",negative
12893, /agrees,neutral
12894,loves my new twitter background...my two heros...wichita and kraussey! haha ,positive
12895,ahh yes the obligations of a vampire kept me away from twitter.but now i`m back & will try 2 update as much as possible.i lost a donor,negative
12896, would I but I`m afraid I got two left feet,negative
12897,heyyy where`d my tweet go?  *shouts to  bc her lists are always amazing!,positive
12898,Open office 'writer' weird. is I need Word to open word documents correctly,negative
12899," I recommended .net, I guess since they bought something from you they featured you. Hopefully it brings in more business",positive
12900,"Going bed, to busy day tomorrow...Happy Mother`s Day Madre! Te Amo!",positive
12901, Haha!  I`m convinced you`d be great at it.,positive
12902,My is lesson finally done for tomorrow morning. I am looking forward to speaking to the high schoolers on dating.,positive
12903,just got home from a partyyyy. had a good time. can`t wait for my birthday in 7 days!,positive
12904,Just ate at chipolte... Ate more i than usually do... Now i`m ew full... Not content full but ew full...,neutral
12905,"But now talking about today, Oh my GODNESS! Problems, problems, problems. about love, money, math, parents.....that`s enough, isn`****?",negative
12906,almost done with my day first at the spa...I missed this place! Then headed to Fort Collins to close down casa de kent,neutral
12907,the low point: a poor pigeon outside my building isn`t capable of flying. It`s just wandering up and down the sidewalk. so sad,negative
12908," yeah, it`s  tragic i need a haircut",negative
12909,"Wishing laying on my side wasn`t the only comfortable position, I am tired of laying",negative
12910,hate I PC,negative
12911, http://twitpic.com/4jbba - ohhh someone likes to play with their food.... heehee,positive
12912,very  cool,neutral
12913,"i`m actually starting to quite like lily allen and her music, to be honest.",positive
12914, That`s great! I will have to do the same as I was forced to miss it. I had leave to for work.,neutral
12915,  I like it!,positive
12916,Refusing to accept that the US holiday is over. Heading to Woodies Longboard  Diner um in ... Hove...,negative
12917,"success! after much grumbling abt how we always waste money on useless gifts, mum sees the ipod nano and loves it",neutral
12918, Adam Samberg + new moon trailor = good evening. Too bad cable my is off as of friday,negative
12919,Woke up early!! Dang man I know i`m not going back to sleep,neutral
12920,After hearing susan boyle sing she came off as the most beautiful person i`d ever seen. i bad feel for my first impression though,neutral
12921,Just watched Star Trek. A+! That was so well done. I think I`m down to see it again. Who wants to join me?,positive
12922,_McFly LOL nah ! of course you`ll get the DVD first since you`ve already ordered i`ll it. sign up to Bebo on Tuesday then! lol  ****,neutral
12923, if u watch the hills in london u will realise what tourture it is because were weeks and weeks late  i just watch itonlinelol,negative
12924,Two more loads and the moving crew`s done! Started at 7am and i`m done for the day! Too bad the ac doesn`t work in my place new  oh life!,negative
12925,Yeah. It`s sad.,negative
12926, diego? i know ame lo a jack,neutral
12927,  Congratulations...keep us posted on how things go!,positive
12928,Up was pretty good. It kind was of depressing though,neutral
12929,"everybody is awake (well not everybody, u know what i mean. ma friends) haha, and I`m having fun AIMing them",positive
12930, a Have great night!,positive
12931,"Heyy, Im Not feeling so good cuz of wat happened yesterday in the car accdentt.",negative
12932, well you  can lol,neutral
12933,waiting on the cue for kenny,neutral
12934,oh godddd I coughed a up little bit of taco,negative
12935,http://twitpic.com/4jeij - New forest hoping the walk would lose me some pounds,positive
12936,yep... i think i might have just made the decision to go first... head  we may be witnessing a historical moment... real talk,neutral
12937,Just ran hair first into spiderweb full of baby spiders...i almost set my own hair on fire to get rid of them! Almost.,neutral
12938," Unfortunately, I didn`t do it on purpose - itunes shuffle did it. It followed up with Dreadzone, so life-ruin no music-trauma.",negative
12939, Same here  Mmmm... Macrina Bakery.,neutral
12940,"got just a haircut, NOT happy!",negative
12941,Already misses the Dunhams.,negative
12942,laughed was at today for being too hopeful with the things...,negative
12943," those cakes sure look good ,,took one if it`s ok with you  ummm good tks",positive
12944, did you have amazing an time?,neutral
12945, wow! that is an *awesome* review; carry it with you everywhere; laminate it; read it when down;just plain cool,positive
12946,Listening to: Sweet 101 Talk - Cute Is What We Aim For /// Considering taking up the GameBoy Color again. I miss chiptune.,negative
12947,Watching mens volleyball on TV.  For some reason its not as good as womens beach volleyball.  Cant quite place why,negative
12948,"man, i ain`t been V`s without presence in a minute...i feel like a lil kid with no momma",neutral
12949,"Hello!Im back andIm drunk,  and as much asI love my friends,I hate how they unintentionally make me feel inadequate.Ineedhelp",neutral
12950, You`re welcome! It`s been a wonderful day  How about you? Stayin outta trouble or should I be ready to a crash party? LOL,positive
12951,Millenia mom.... I think I am in that category,neutral
12952, sounds like great a way to to start mothers day! Enjoy your day,positive
12953,Is sooo waking both of them up on my way back to SB  good night america,positive
12954,     I LOVE YOU GUYS! get your **** to in australia december for my birthday,positive
12955,I really fancy a frappuccino from Starbucks right now,positive
12956,It`s a sad economy. Just heard of another friend losing their job.  sad. so But just a reminder that...,negative
12957,Ok the thunder is scaring me,negative
12958, at least you have a next year  into the big wide world me! for,neutral
12959, I love to Read  And i love Film making,positive
12960,I hate TweetDeck when it access reaches limits,negative
12961,"the next 2 weeks, exam wise, are AWFUL. there are 8 exams and I don`t see how I can adequately revise all of them  I care least about...",negative
12962,Haha Ashley tisdale on is again,neutral
12963,dang i miss you  goodnight,negative
12964,"TodaY was better. My Panda can cheer eally me up. I dont know, I am Happy, Like the legit happy.",positive
12965,"_2229 both, at the same time",neutral
12966,my hurts tummy  i blame last night`s chinese food.,negative
12967, glad its nice there. Gray skies and rainy in wisconsin.,positive
12968,  mmmm yes please,neutral
12969,"I forwarded an email about a cool science event in Canberra, and a friend thought it was in Sydney and trekked out to the wrong place",negative
12970,ah just finished making tea tomorrow for night,neutral
12971, because the one I was having at that moment woke me up.,neutral
12972,look how   choke on this **** talks me to,neutral
12973,"_TheMovie That`s what I get for writing up my Halloween interview w/ Danielle Harris. Darn, I was too late for the contest!",negative
12974,"slept in, missed bus, train delayed, doesn`t stop at my stop, late for **** work. heelllll",negative
12975, we keep getting pet days  but i heard the weekend is to be fab !!! wedding how soon again ?,positive
12976, Happy Day!! Mother`s,positive
12977,"Law of Attraction - Some assembly (action) required  If u have asked 2 enter medical school, u still need 2 fill out the application",neutral
12978,I actually drove in today - no incidents report to  to quote Ice Cube - Today was a good day,positive
12979,Conference call arranged for 4.30pm today just blew my leaving early out the window,neutral
12980,I want shake another from Ritas.Badly.,negative
12981,_sara I`m sitting in the bus to dublin And listen tokio hotel-reden.And i must laugh.you know why,positive
12982,2 & days 5 text messages this month,neutral
12983,up.....i nEEd coFFee. b0ut2get ready2start this new day in my lie,neutral
12984,I`m fat a and sad puffyn now,negative
12985, Sadly no robot songs in my library.,negative
12986, Good luck.. I have still to get working wireless post IT6,positive
12987,Earthlink says our modem is dead.  They want me to buy a new one or sign up for a one year contract ARGH!!!,negative
12988,"  yes I can imagine, I need morning my coffee otherwise I cannot function, have a good and relaxing Sunday",neutral
12989,"Come an add, new twitter.  Only for fans.",neutral
12990,Currently in costa coffee  im liking this place more and Were more. sat in the business lounge. ooo were businessy today.,positive
12991,last night sucked... too many bad dreams about spiders and rogue octupi,negative
