,text,sentiment
12320, eople r weird,negative
12321,toodaayy!,neutral
12322, happy birthday nd  congrats  wish you were here for your lady..ill take care of her;),positive
12323,"Another amazing day. Ever since I got a Twitter, I`ve been having great days",positive
12324, have a lok at EF too! they are juuuummy,positive
12325,made my pin hole camera todaaaaay. need to get some film now!  http://tinyurl.com/cw8wp2,neutral
12326,Hello  Bak to work today after a week of vacation !,neutral
12327," oooh...I wish I could`ve gone there today, too!   I know Zach was looking forward to it.",positive
12328," if h and i come next week, we`re buying you all a drink.",neutral
12329," its funny, I didn`t even know it was there!",positive
12330, mornig miss sarah cyrus ;) WHAT`S UP?  x,neutral
12331,gosh today sucks! i didnt get my tax returns! im so upset cuz now i have to miss my best friends wedding in washington...lame,negative
12332,"Oay, this weather isn`t 'cute sundress' friendly. I dont get how it could be so warm one minute and cold the next. I was freezing",neutral
12333,i basically want the world to kno that i have the BEST best friend    love her <3,positive
12334,_erenade The link 404`d.,neutral
12335, not me  sigh,neutral
12336,...till feelin like blah... 3 more hours,negative
12337, Im in so deep its disgusting. I would even take a LITTLE help. BUt alas i sense it will never happen . . .,negative
12338,"_bach I`d sugg #pta for such alerts, but PTA generally stands for Parent Teacher Association in the US & might confuse tweeps",neutral
12339,Negghead mix on the air!   http://tinyurl.com/ckdwao,neutral
12340, If you come to a gig in Dublin you can be my dancing partner.  whaaaatcha think? Hehe ****,neutral
12341,Not  looking forward to next   wednesday at all,negative
12342, LoL!!  I still would havve got a look at his face just in case!!,neutral
12343, Oh ok..we`re supposed to be going to see Star Trek on Sun for Daves b/day...at least it`s not Shatner,neutral
12344,w do you spell ppphhhhhttttt?,neutral
12345, good luck!!  OH and I are playing inthe mixed knockout this week. Playing the pros 14yr old son playing off 5 & top woman off 6,positive
12346,ck from driving and now back to bed,neutral
12347,  does it mean you will b going 2 bed earlier on Mondays?,neutral
12348,  Hope everyttthing ok! Can burr fix this?,positive
12349,_007 so I tried to send you a direct message and I can`t because you aren`t following me,neutral
12350,"Dad asked mw why I was sticking my tongue out while I was ironing, and I told him it was so I didn`t burn my finger, as I burnt my finger",negative
12351,ok deleted all messages and hope they don`t come back!!,neutral
12352,Here at work itill feeling the pain for my friend wish I had a magic wand to erase all the madness,negative
12353,cleaning and packing. Moving house is ****. It`s going to be a long weekend....,negative
12354,Tonight is the last Jay Leno late nigt sssshow,neutral
12355,Hellerrr new followerss. I`m Tricina & uhhm I`m cool,positive
12356,Loe the idea of giving each year a theme. This is the year of new beginnings!,positive
12357,"Thinking of ways to promote Indie Designers. Benefiting them and moi  Any thoughts? Indies, what you do have to say?",positive
12358,Din`t sleep good last night. Woke up with another bellyache  what`s wrong with meeeeeee.,negative
12359,"I am back from my weekend getaway! Energized for another week, bring it on! lol",positive
12360, ee you there,neutral
12361,missed my friggin hair appt!!!,negative
12362,just gothome and  i got to freakkin clen,neutral
12363," no, sir, they did not! i was amazed when i woke up this morning.",neutral
12364, I watcded it all online. http://www.musicistheheartofoursoul.com/search/label/Niptuck has the last 8 episodes of S5,neutral
12365,Wow seems like a lifetime since I been in here........never change to talktalk! Home phone n broadband not been workin 4 ova a week now,neutral
12366,Tsis is a joke surely? http://prune.it/WEAt,neutral
12367, Thank you so much!  Have a fantastic day!,positive
12368, coo   what did you get?,neutral
12369, Im soooo intrigued! I want to try this weekend. Kaya lang baka maaddict ako.,positive
12370,lovelmy plans have been canceled for the night. another night home alone for me. un-yay,positive
12371,Morning and hope everyone has a great bank holiday,positive
12372,My dad`s tellgng me to travel alone from now on. Not that I have a problem with that. I`ve done it before and it`s boring!,negative
12373,Job???????   Not so much.,neutral
12374,'Andonow my mom and her friend are drinking.. Greatt..',positive
12375,Going to get my blood taken,neutral
12376,ntter how much i sleep am still tired,negative
12377,working @ the preschool....waiting on the kiddies to get here.....making dunkin donuts coffee,neutral
12378,my ree tipped over in the lawn,neutral
12379,My back is killing me. Stupid softball,negative
12380, i couldn`t * sleep today either. it was hard for me to stay asleep for some reason,negative
12381, Oh  I`m sorry  I can`t even imagine...although I know it will be reality for me soon,negative
12382,Lovt the 3 mile 3AM runs. They make me smile,positive
12383," As much as I loved Texas, my dislike for needles could interfere.",neutral
12384,mlmao haha nice lolz it`s all good though. i can wait  lol,positive
12385,"Dragging myself to work, missed my fitness class this morn. Need one more weekend day",negative
12386,Just saw Zack and Miri Make a **** with  and  . soooo good.,positive
12387,I raced her once. I totally lost  RIP  http://tinyurl.com/lhgca8,negative
12388,Watcning Everything Is Illuminated  and dreaaaming<3,positive
12389,* My besties. If only  was there.  on Twitpic: http://twitpic.com/67hac - My besties. If only .. http://twitpic.com/67hac,neutral
12390, - Wtf Polyvore? what`s that?  ennjoy it though.,positive
12391, you? hungover? never  I am not hungover & I don`t know how. I think it may be my new superpower. Is la Whalen at home? ****,neutral
12392,I really don`t want a limo servvvice to take me to the airport  I want him to. Ok soft moment... Don`t get use to these!,neutral
12393,"the maccabees new album is a winner ,everybody should take a listen fact",positive
12394,@_writersblock_  I`m having a bev by myself too. Sometimessss you just have those kind of days and you need to relax,positive
12395,is enjoying the nice weather but has been stuck indoors writing an essay for most of it,neutral
12396,im back. wooooo!!!  i want toooo have my own press release :|,positive
12397,"I am so grateful I am your daughter!  Happy Mother`s Day, Okasan.  Thank you for everything... always!",positive
12398," I made ro..I don`t have a bed from how much room I made and now I`m outta space for sure lol, and I know I`m pathetic",negative
12399,That post was for ,neutral
12400, sounds niceeee   have you downloaded twitterena 2.0 lol ?,positive
12401, Looks nice.... never knew VHS had such a short life span... hope my fav VHS is not dead,positive
12402,The er is out! I can`t seeeeeeee!!  I love storms!,positive
12403,Metro from trader joe to 71st closed so many firemen and cops wth happened?! Walking home bus can`t go further  ohh,neutral
12404,"can`t iait to see `Transformers 2`.. C`me on, Shia! Yippiee!",positive
12405,ahh sore throat and tired. want to go back to bed. but have work,negative
12406,mime to bed now!!,neutral
12407,Lovely morning to cycle to work but met with a 29 degree office,positive
12408,everyone follow  and  ! they are amazing,positive
12409,  You`re just jealous!  Guess you`ll be walking around the office tomorrow in your Malo!,negative
12410,got FO_ a new brew buddy now my kitchen is gonna smell,negative
12411,"When I start cloggin up my own Twitter feed, it`s time for me to go to bed.. Nighty night. Be sure to go to the TweetUp and meet ME!",neutral
12412, Oh I beg of you to add just a 3rd nnite in Dublin in October... PLEEEEEEEASSSEEEEEEE,positive
12413,"Oh.  The voting is over!   But don`t worry, I already voted for you about 100000000000000000000000000000000000 times earlier!!!!!!  <3",positive
12414,ALLY?  COOL!,positive
12415, yeah I imagine you did,neutral
12416, no I like be able to say it and it be the truth. IIInstead of some magical mystery tour I get led on.,positive
12417,"Omg,... just had the best roast ever! but now im full haha,..",positive
12418,Getting reay to go to the comedy club and listening to some Q-Tip  Who`s on iChat or Skype right now? I need an outfit critique,neutral
12419,that party was a great time  just got `paranoid` by  as a ringtone! yay,positive
12420,aarrgghh -u*k.....a hose has leaked water all over the new floating floor,negative
12421, What are you doing up so early?,neutral
12422,i wish i could take my pillow to school. dead serious.,neutral
12423,omg maddie in hlby is dead. Gutted. loved Nadine lewington and really wanted Maddie and Clifford to get together,negative
12424,"Beers & whiskey = awesomness, work in 8 hours = sourness",neutral
12425,  Wot that is a scary statistic,negative
12426,"nvm, i`ll stop. whatever. see you 5th i guess",neutral
12427," **** Lights off, its presentation time.",neutral
12428," I know, It`s so crazy! I love using it too  Have you seen my YT recently? I am a partner now  ****",positive
12429,My head hurts so bad I couuuuld scream!,negative
12430, thinking about you  http://mypict.me/Fuz,neutral
12431,"_of_max dadly, no. Now David Tennant has left I don`t particularly want the job anyway",negative
12432,We in bed now.,neutral
12433,"Feel quite do,n, not quite sure why though :s so going to bed  night everyone x",negative
12434,"Well I did run over a cat today (I know how sad) I cried and screamed my lungs out!!! I felt HORRIBLE, poor thing",negative
12435,Finally home after a biig of travelling!! ahhhhhh now time to realx!!,positive
12436, whatever u want us to wear / stick / show off around DUMBO Brooklyn & Manhattan,neutral
12437,"Aww   i used to do that when i was littllle, not so much now ;) haa. Lazy shiit.",negative
12438,This is to all the people who have MySpaces: PLEASE ADD!!! http://wwww.myspace.com/fiftyfivethreads it`s my friend`s clothing line,neutral
12439,Hemey missed da bus.,neutral
12440,I have a stomach ache... Totally sucks,negative
12441,"Just found about ten typos in one story in the Plain Dealer, including one run on sentence. It happens more and more these days",neutral
12442, isn`tttt a bit of little britain in all of us?,neutral
12443,Well then andy i dont think you should date me,negative
12444," Wheou`re driven to be in the theatre you develop a thick skin.  12 yo`s been auditioning since she was 8, gotten 1 part.",neutral
12445,&&the night continues!  w/ my fav mazie; kristina; ericka && robin!,neutral
12446,"One load of washi g put away, and another load on. Amazing how the house doesn`t look any better for all my efforts",negative
12447,Holy ****! It`s raining in LA and I don`t have a jacket!  oh no.,negative
12448,just see of the fat single Mums from up the road 'seductively' sprawled across some poor blokes bonnet. He probably needs new shockers,negative
12449,omg 44 tweets till 8k  and only about 90 tweets difference btween b and comedyqueen,neutral
12450,"i cant slpep, i dont deserve this .... N you know it",negative
12451,Good Morning everyone! Enjoy your day! Thinking of all my tweet friends,positive
12452,  buyyay for your shoot...hope it goes well!  What is it for?,positive
12453, the closest is a good two hours,neutral
12454,alrightttt twitter. i have netball nowww  this is my 60000th twitter haha  byeeeee,neutral
12455,Had a good day 2day!  off to bed. Nite tweeps.,positive
12456,Ooooo! I`m lovin the First Lady`s fuschia sheath dreeess! Tres chic! I want her arms!,positive
12457,Editing all the photos I took at my brothers soccer game. He`s got a lot of work to do as a coach.,neutral
12458,"Wen life, as you know it, doesn`t exist anymore.",negative
12459,i have a sunburn line on my back from the tag sticking out of my tank top all day..... ugh. i need aloe vera!! went to the park again,neutral
12460,virus nunting on computer - always wondering what it will destroy,negative
12461,"All right, time for happy face.",positive
12462, i`m noworried -it`s a great job!! Quite a nice way to spend the day,positive
12463,_Hayes I`m at sharkeez!,neutral
12464, He`s  y mother`s favorite. It was so hard telling her.,neutral
12465,"Started the week with a wedding, now ending the week with a funeral",neutral
12466," Hiyaaaaaa  just got back from the scan! wow, was amazing, i cried haaaha, ****",neutral
12467," Hi Denis, when can we grab coffee?   would love to catch up with you.  Jordan",positive
12468,Goodniht everyone  Happy Mothers Day to all of the mothers out there,positive
12469,was late,negative
12470,jut got home from the show opening.  fantastic. thanks to everyone who came out,positive
12471," Unfortunately your fix didn`t work..   Oh well, I`m lovin` me some PeopleBrowsr anyways!",neutral
12472, Excited about the new Pushing Daissssies episodes but it makes it that much worse.  I had finally gotten over the cancellation.,neutral
12473, Go the bubble bath!!!  Always relaxing.......,positive
12474,_y time reallf flies my frd..how`s you love-hunting mission going? abt time to bring the sexy 'yu yung' jacket out,neutral
12475," I wanna play with you tonight  *pout, pout side face*",positive
12476,YAY jack w.n. but downer i`ve just remembered its friday meaning i have work tomorrow,positive
12477, yeah it was face2face  nite we went to palisades to see star trek. i can`t remember it. i said it while we were in the car,neutral
12478, http://twitpic.com/66wxk - SO jealous rightt now!!!hate new england weather,negative
12479,backache,negative
12480,_sb Iear mine was evil  it was green and everything LOL,neutral
12481, i did and i feel great....   but i still miss it...,negative
12482, I was in there earlier I`m not at home  I`mmmm ok my iPod!,positive
12483," No, nothing so important. I just like it to look like that. It`s an old hairstype actually",positive
12484,hthis is a travesty,negative
12485,omg i just slept like 18hrs in the last 22hrs...  i think i`m dying or something   reminds me of catcher,negative
12486, cause i wasn`t thereee!,neutral
12487,"OMG. Missed bus, walking miles, for a coffee  Went to see my ex-classmates",negative
12488,"Just tot home, no rosie surprise of smiles hugs & kisses waiting for me.",positive
12489,on my way home from ny...then sleeping,neutral
12490,"Also, nyone else hayfevery today??? I`ve only been awake for 40mins and sufferin already",negative
12491,funeral at 2.  today is going to be bad.,negative
12492,NO! Our`s busted  The screen turned white for about a nanosecond while it made a quick 'popping' sound.,negative
12493, i wishhh!,positive
12494,"  Moring, hope you have a super day...enjoy !",positive
12495,Yes we Can  make it ......Obama,positive
12496," Sure is rainyt the storm has left everything, everywhere...  would love 4 u 2 follow us",neutral
12497,  yea dongggg,neutral
12498,"Juseen bitten by SmoothStreaming, it doesn`t seem to work for my client`s linux users...fan-fricking-tastic",negative
12499,Another Qi about to start....I`ll be missing the next 4,negative
12500,I rgot I have lumpia and pancit in my fridge from last night! Yay,positive
12501, nah is next week honey ma fault for confusin u,negative
12502, understandableeee. yah i leave on monday! I`ll be gone when you`re in chi,positive
12503,Woke up early! Still sick,negative
12504,oo h yeaah fooood time I`ve found my seat at this bbq right in front of the food  hahaa,neutral
12505,"Happy Mother`s Day, amma!  I made u cake, remember? U loved it!",positive
12506, LOL ok gotta get the folks from Microsoft and live360 in WA to hire me.,neutral
12507, oooh im sorry to late i smashed it,negative
12508,Gogng to school =[ I`m actually not so tired today tho,positive
12509,My dad and Joe Nugent drank nearly all the Ice Tea  i only have a bit left. quite miffed tbh,negative
12510,  beard is addressed in this week`s LOLs.,neutral
12511,Looking for a vibrating phone is like trying to find 'a feeling.',neutral
12512, ratun steve irwin way to avoid long delays on bruce highway,negative
12513, Your not alone im gutted i missed the convention too!,negative
12514, pebblles thrown at windows should get *someones* attention,neutral
12515,back to Roseburg...and an empty apartment,neutral
12516,  i thinm my niece got me sickee  lame.,negative
12517, probably not. I hate when that happens!,negative
12518,so instdad of laying out in this 90 degrees i`ve gotta give 32 fourth graders miso/rice/sushi/mochi in an hour  fml,negative
12519,I finished  `s Zombie Chronicles a few days ago. It was bittersweet. Now I need something new for the gym,neutral
12520, rrrrrri want you to come  kiss justice for me !!!,positive
12521,http://twitpic.com/67rcp - Another one...those were taken at 3 am MET! U see I have a real sleeping disorder,negative
12522," **Jaw Drops***Gasp** Whatever do u mean? I`m as sweet as pie  Allow me to re-introduce myself, I`m Coach & I`m a Cancer & u?",positive
12523,just installed youtube downloader  anyone knows how to make a trailer out of videos??,neutral
12524, way i bought itotoday aswell now i have it twice cos i pre ordered it aswell  cya later x!,neutral
12525, aww I miss u too! Haven`t ate,negative
12526,"OK, a wew days old, but I love `s diagram of the mainstream adoption curve http://is.gd/ufIg . 'Everyone is doing it'   ...  !",positive
12527,A- on my french paper.,neutral
12528," im kinda tired enough to sleep, but 'Migrate' has got meeee up singing along, haha",negative
12529,wait...why didn`t I know about this wedding? Aren`t I supposed to be in yours and vice versa?  btw I know it`s not yours,neutral
12530,I want to change my twitter name but I can`t think of anythhhhing,neutral
12531, Had one of the female servers tell her **** looks big in those pants. She will worry all night long Lol,negative
12532, t looks like it might rain,neutral
12533,food...food...FOOD!,neutral
12534,super duber high! this klondikeeee bar is thee business.,positive
12535," i didn`t hit the right button or what. i wrote on the sheat tho, that i thought it was the cafe currency button. im sorry",negative
12536, bulletrtrain from tokyo    the gf and i have been visiting japan since thursday  vacation/sightseeing    gaijin godzilla,neutral
12537, I called but you didnt answer,neutral
12538,says gud evuys.. lets play poker yeah!! cant read my poker face  http://plurk.com/p/sw4yq,positive
12539, ooooh it`s you lol I didn`t know!! Have fun with your princess,positive
12540,Did you guys figure out Saturday? I really wanted to go bbut my mom is sick so I have to take her to the hospital in Tampa,negative
12541, yeah I need a hug...cuz I am sick..,negative
12542,r   that squeeze bacon looks like poop,neutral
12543,'Stoy your twittering' - Maryland cookies #bgt,neutral
12544,ii wanna go home for thee weekend  but ii have no gas. sukks (_!_)!!,negative
12545,I soooo nee to catch up on all this NEW  stuff!! Going to the airport to fly home from VEGAS,neutral
12546,"I need a restful weekend, but I will have to work instead",positive
12547,"_mcfly Haha! Yeah, I heard they that Leicester won  III was home by my self, with a movie, some candy and a pizza.. ! Amazing evening",positive
12548,"Want to get my hands dirty with FubuMVC. http://bit.ly/J00ha, but the document is not yet complete",negative
12549,"  not really, all innnn all, if im not mistaken, mga less than 1k each lng ang gastos namen...",neutral
12550, so im listening to this random playlist and its leaning toward serani...,neutral
12551, Hey I bgught that Porter Cable 4-piece set.  My new drill has an LED light near the trigger.  Oh I`m so happy.,positive
12552,"() OMG SHUT UP!!! (sorry. still venting at that person who`s annoying me. It`s none of you, I swear  )",negative
12553,  it was slept?,neutral
12554,the rain bring back some memories,neutral
12555, ahhh ikr! he`s the cuteset thing ever  Plus it reminds me of twilight which is good cause I looooooove it so much!!,positive
12556, yes indeed                                                                                             here I am again,neutral
12557,@_peanut_ Thank you. Now we`ll just have to see how long it takes me to finish the **** thing.,neutral
12558,"rere come the Hawks, the mighty Blackhawks!!",neutral
12559, where are you going tonight?!,neutral
12560,_Fangirl Won`t let me watch sincee i`m in the states.  Boo.,negative
12561," My daughter went to a Bday party today caled, 'Grace' of Cakes...the little girl is named Grace & they made cupcakes!",neutral
12562, You guys didn`t call or ccome over  Did we do something?! Def. give us a call tomorrow and hang out with us chick!!,neutral
12563,OMG !! hollyoaks well dramatic  !!!!!!!!!!!!,negative
12564, I would think you`d want tooo follow me.,neutral
12565, i`m using paint.net x64 and it`s running crazily fast - can`t afford CS4 unfortunately... yet,negative
12566,"Ctrtain tweets I write are on the spot messages for a person, group, or pornstar, and those tweets usually get deleted within the hour",neutral
12567, u suck! had i went to jail i couldnt tweet anymore,negative
12568, You reazize you just did  a solid. Better than a full-page in the AJC.,positive
12569, K - I can hack if I have directions   have multiple social net sites & I think this is a cool add but we chose not 2 go MU,neutral
12570,Have to leave twitterlone for the night..last night in Barcelona   back to Philly tomorrow. Hope u all have a great Friday! Muahh!!,positive
12571, yay  i`ll do you a heart mk shout in a sec pam,neutral
12572, ! Busy is good,positive
12573, lol seriously.  fail. ::sigh::,negative
12574, one of the nicest patients I`ve ever had! He`s being deplyod to falouga-Iraq n-week,positive
12575,Building Websites,neutral
12576,"Lo e sundays. Especially when F1 is on!! Still in PJ`s, no plans to get out of them any time soon",positive
12577," I`m sure It will be repeated soon, seems to be on  TV quite a lot lately. Glad you mentioned it last night, watched it again",positive
12578, You`v been featured on #ykyat  http://ykyat.com/~37nnd,neutral
12579,watching beauty & the beast  haha,positive
12580,gotta shower then go apply for more jobs  hoooopefully no creepy old men will be working again today *shudder*,neutral
12581,_  me too!,neutral
12582,Felt ene tooth without the braces bracket. I got soooo hype,negative
12583,Playin` didgeridoo in the living room and thinking about the world going by.... lovely life  #fb,positive
12584,wishes I could be the one going to our conference in the Bahamas neext week,positive
12585,call me einstein. got math test results: A-  hell yesss,positive
12586,_Edrards Heh heh. Odd but amusing. Thanks!,positive
12587,I would get a lot more done if I could list items on etsy on my phone. Can do everything but upload pics,neutral
12588,"Timeor bed, oh how I wish someone was laying next to me",negative
12589,my hairs straight  lmao,neutral
12590,Hel o to all my new followers..    say hi @ me so i can say its nice to meet you too!,positive
12591," im sick  if i wasnt, id be at the show with ya!",negative
12592,viving myself a manicure + pedicure  ahhh how i`ve missed you nice pretty nails...,positive
12593, i looked for you but couldn`t find you amongst the crowd,neutral
12594,hope your weekend was fabulous  do anytthing interesting?,positive
12595, aw. you level up. haha but just try to manage your money.,neutral
12596, Wana come with?  Before we go to Myka`s party.,neutral
12597,_dk No problem,positive
12598,"Hi Charlie, thank you for following me! Nice to know therrre`s another Ollmann in the new world...",positive
12599,Oh no! I used my internal sig for an external e-mail  ****. #fb,negative
12600," No, but it does azing things with keeping all your online conversations in one place... unfortunately that place is Google",neutral
12601,Just got home i love stake and shake milkshakes,positive
12602," Why yes,e did see  tonight. Delicious dinner by chef Geoff chez A-Lo/G-Mo.  Hope to see him again pre-departure",positive
12603,I tired today I think I am gonna take a nap before our friends come over tonight....I miss him and wish he was off restriction already...,negative
12604, I believe it when I see it,positive
12605,"so im drawing pictures to show how much i miss him. can anyone blame me, hes 4 hours away frm me",negative
12606,"slightlburnt challah  The proof is in the eatin`, though...",negative
12607, ironclad determination?,positive
12608," I can`t, I`m stdying so I don`t fail  Come over, I`ll make u some tortellini or chicken or a chicken salad.",neutral
12609,It`s pissing me off and not letting me follow ericka,negative
12610,hThanks and Cheers back at you.,positive
12611,ofcourse they wait until the last minute to run an experiment at work...that I have to supervise. aka i dont get to leave work on time.,neutral
12612,I can`t help it if I`m a GRAMMAR NAAAAZI!,neutral
12613,Recording new songs,neutral
12614, lol y??? .. trashed the kitchen ?,negative
12615,Oh thank god!  so sad that I`m this happy.,neutral
12616, Kudosss! love some homemade french toast!,positive
12617,"  thx, I was aware,  2 day festival -multi bands - but GA I can`t do any more.  Must wait for a sit down concert",negative
12618,alo of new pictures tweets  ; some really old some new. check out the new ones if you wish . Tweeeet. http://twitpic.com/4wtyj,neutral
12619,"Shhhweeeet-jay-z, bros back from from prom",neutral
12620, swee .. Englands becoming lamer and lamer since you guys left,neutral
12621,  Happy Mothers day!! ****,positive
12622," Shou work fine, as far as I know. *shrug*   Maybe send a tweet to ?",neutral
12623,"o/*\o (high five) to all of our fans! It`s finally here! I`ll write up a fancy news post shortly, wanted to get the mod itself out ASAP",positive
12624,Hmm..Yoc can`t judge a book by looking at its cover,neutral
12625,yummy chocolate cake..wish even i got one for my b`day!!   anybody listening???,positive
12626,hubby is snoringg!  but I still love him,neutral
12627," great interview, your videos are my favorite on youtube",positive
12628,Just found out I have to eave my lovely flat!! And been waiting 2.5 hours for a plumber. Still no job news.  Not a good day,neutral
12629,Mikey I`m bored,negative
12630,ya could him me up on aim or here cause i am mad bored nuttin 2 do,negative
12631,#quitsmokingdiary  5 Weeks tomorrow since giving up YAAAAAAYY!!!!               - I dont want to talk about it,positive
12632,It already been a crazy morning and its ONLY 1030,neutral
12633,Sephora is having a 75% off sale. And I`m so broke  Life isn`t fair.,negative
12634,. ... and now I wish I hadn`t,negative
12635,Finally made it to JP Licks in Coolidge Corner for some Oreo soft serve   http://twitpic.com/4w9pe,positive
12636," why, hel there  How`s life on the other side of the screen?",neutral
12637,"going crazy, the pain is unbearable..& i gotta wait till thursday!?",negative
12638, I madeymy parents add u guys on the family myspace...they were impressed by the song.,positive
12639,I received some excellent birthday presents!  Party was the usual success.,positive
12640,"Nothin better then ridin in a car with your sister while blasting TH, CB and Lady Gaga so loud you caaant hear yourself screamin the lyrics",positive
12641,its too early to be up! wishes i could sleep in today,positive
12642,Just took my IC photo!looks good  - http://tweet.sg,positive
12643," i would, but i don`t know how to do it from the phone...",neutral
12644,Awwman.  arrived. How-To Guide-less,neutral
12645, i will,neutral
12646,  Does anyone update the photowalkingutah google calendar with photowalks?  Looks like I`ve missed a few,neutral
12647, Ahhhthats where i go the 6 year old fact. good old radio one!  what exams do you have tomorrow?,positive
12648, when you haven`t had one in over a week! that was a really mean joke he just played on me!,negative
12649, II hear you sister!!    Same here.,neutral
12650, Soooooooooo win the PowerBall jackpot then impose your formidable will upon the weather,positive
12651,   why!!!! u havvve to bring it to you 24/7 like the _team,neutral
12652, it can only get better.,positive
12653, whdo you hate me!?,negative
12654," I love my mom, she`s the best mom on the planet",positive
12655,@ ihebattle its really cute. One of my favorites.,positive
12656," no, def rubbish tonight",negative
12657,Expected a lilverlight content on M$ Vine site http://www.vine.net/default.aspx ... they realized the reach of Flash LOL,neutral
12658,o ok..im jealous..i wish I was in bed,neutral
12659, in bucher`s class?! i cried ttttoo!,negative
12660,  im going to my inlaws tonight.  hopefully my new niece will be there!  who needs kids when my inlaws have them all for me!,positive
12661,"m struggling today...Nola woke up at 3:30, so I`m running on no sleep.",negative
12662, /agrees,neutral
12663,loves my new twitter background...my two heros...wichita and krauuuussey!  haha,positive
12664,ahh yes the obligations of a vampire kept me away from twitter.but now i`m back & will try 2 update as much as possible.i lost a donor,negative
12665, I wold but I`m afraid I got two left feet,negative
12666,heyyy where`d my tweet go?  *shouts to  bc her lists are always amazing!,positive
12667,Opeoffice 'writer' is weird. I need Word to open word documents correctly,negative
12668," I recommended .net, I guess since they bought something from you they featured you. Hopefully it brings in more business",positive
12669,"Goingoto bed, busy day tomorrow...Happy Mother`s Day Madre! Te Amo!",positive
12670, Haha!  I`m convinced you`d be great at it.,positive
12671,My lesson isnally done for tomorrow morning. I am looking forward to speaking to the high schoolers on dating.,positive
12672,just got home from a partyyyy. had a good time. can`t wait for my birthday in 7 days!,positive
12673,Just ate at chipolte... Ate more thann i usually do... Now i`m ew full... Not content full but ew full...,neutral
12674,"But now talking about today, Oh my GODNESS! Problems, problems, problems. about love, money, math, parents.....that`s enough, isn`****?",negative
12675,almodone with my first day at the spa...I missed this place! Then headed to Fort Collins to close down casa de kent,neutral
12676,the low point: a poor pigeon outside my building isn`t capable of flying. It`s just wandering up and down the sidewalk. so sad,negative
12677,"eyeah, it`s tragic  i need a haircut",negative
12678,"Wishing laying on my side wasn`t the only comfortable position, I am tired of laying",negative
12679, http://twitpic.com/4jbba - ohhh someone likes to play with their food.... heehee,positive
12680,"i`m actually starting to quite like lily allen and her music, to be honest.",positive
12681, That`g great! I will have to do the same as I was forced to miss it. I had to leave for work.,neutral
12682,  I like it!,positive
12683,Refusint to accept that the US holiday is over. Heading to Woodies Longboard  Diner in um ... Hove...,negative
12684,"success! after much grumbling abt how we always waste money on useless gifts, mum sees the ipod nano and loves it",neutral
12685, Adam Samberg + new moon trailor = good evening. Too bad my cable is off as of fridayyy,negative
12686,Woke up early!! Dang man I know i`m not going back to sleep,neutral
12687,After hearing san boyle sing she came off as the most beautiful person i`d ever seen. i feel bad for my first impression though,neutral
12688,Just watched Star Trek. A+! That was so well done. I think I`m down to see it again. Who wants to join me?,positive
12689,_McFly LOL nah ! of coure you`ll get the DVD first since you`ve already ordered it. i`ll sign up to Bebo on Tuesday then! lol  ****,neutral
12690, if u watch the hills in london u will realise what tourture it is because were weeks and weeks late  i just watch itonlinelol,negative
12691,Two more llloads and the moving crew`s done! Started at 7am and i`m done for the day! Too bad the ac doesn`t work in my new place  oh life!,negative
12692,Yeah. It`s sad.,negative
12693, diego i know lo ame a jack,neutral
12694,  Congratulations...keep us posted on how things go!,positive
12695,Up was pretty good. It waas kind of depressing though,neutral
12696,"everybody is awake (well not everybody, u know what i mean. ma friends) haha, and I`m having fun AIMing them",positive
12697,ve a great night!,positive
12698,"Heyy, Im Not feeling so good cuz of wat happened yesterday in the car accdentt.",negative
12699, well you ccan  lol,neutral
12700,waiting on the cue for kenny,neutral
12701,oh dddd I coughed up a little bit of taco,negative
12702,http://twitpic.com/4jeij - New forest hoping the walk would lose me some pounds,positive
12703,yep... i thik i might have just made the decision to go head first...  we may be witnessing a historical moment... real talk,neutral
12704,Just ran hair first into spiderweb full of baby spiders...i almost set my own hair on fire to get rid of them! Almost.,neutral
12705," Unfortunately, I didn`t do it on purpose - itunes shuffle did it. It followwwwed up with Dreadzone, so no life-ruin music-trauma.",negative
12706, Same here  Mmmm... Macrina Bakery.,neutral
12707,"st got a haircut, NOT happy!",negative
12708,Already misses the Dunhams.,negative
12709,was laughed at today for bbbbeing too hopeful with the things...,negative
12710," those cakes sure look good ,,took one if it`s ok with you  ummm good tks",positive
12711, did you havee an amazing time?,neutral
12712, wow! that is an *awesome* review; carry it with you everywhere; laminate it; read it when down;just plain cool,positive
12713,Listenig to: Sweet Talk 101 - Cute Is What We Aim For /// Considering taking up the GameBoy Color again. I miss chiptune.,negative
12714,Watching mens volleyball on TV.  For some reason its not as good as womens beach volleyball.  Cant quite place why,negative
12715,"man, i ain`t en without V`s presence in a minute...i feel like a lil kid with no momma",neutral
12716,"Hello!Im back andIm drunk,  and as much asI love my friends,I hate how they unintentionally make me feel inadequate.Ineedhelp",neutral
12717, You`welcome! It`s been a wonderful day  How about you? Stayin outta trouble or should I be ready to crash a party? LOL,positive
12718,Millenia mom.... I think I am in that category,neutral
12719, sounds like a great way to to start mottthers day! Enjoy your day,positive
12720,Is sooo waking both of them up on my way back to SB  good night america,positive
12721,     I LOVEYOU GUYS! get your **** to australia in december for my birthday,positive
12722,I really fancy a frappuccino from Starbucks right now,positive
12723,It`s a sad economy. Just heard of another friend losing their job.  so sad. But just a reminder that...,negative
12724,Ok the thunder is scaring me,negative
