,Unnamed: 0,text,sentiment,classification,clean_text
17422,17422, carnivalsofparis i think i still have yours on my bl but i`m not sure... i hardly talk to aanyone anymore,negative,0.0,carnivalsofparis think still bl im sure hardly talk aanyone anymore
17424,17424,"Spyed Prrrrincess Anne today, and listented to all my friends cooking up the perfect evening, Working sucks for me and OB ?",negative,0.0,spyed prrrrincess anne today listented friend cooking perfect evening working suck ob
17429,17429,looks can be deceiving,negative,0.0,look deceiving
17430,17430, nah i folowed them first then they followed me. i think 12-306 overnight is pretty good,positive,1.0,nah folowed first followed think overnight pretty good
17431,17431, pffftt! You know how I like to stay busy!  I`m Awesome (and sober...dang)! How are you??,positive,1.0,pffftt know like stay busy im awesome soberdang
17432,17432,"itsereally incredibly gross outside, so im hoping to get alot done int he house today!  including pics on the blog! morning friends!",positive,1.0,itsereally incredibly gross outside im hoping get alot done int house today including pic blog morning friend
17433,17433,House Hunting was a PAIN! House Shifting is a SUPER PAIN!! Packing never seems to end  I can`t even Imagine Unpacking :-P,negative,0.0,house hunting pain house shifting super pain packing never seems end cant even imagine unpacking p
17434,17434,hae a biiig headache.,negative,0.0,hae biiig headache
17437,17437,Off to the gym by myself!  no fun!,negative,0.0,gym fun
17438,17438,I`m soooo rored. just **** got a new phone and called my man but hes busy and one else bored???,negative,0.0,im soooo rored got new phone called man he busy one else bored
17439,17439,Now I`m off to bed - HAPPY MOTHER`S DAY ALL - HAVE A GREAT ONE,positive,1.0,im bed happy mother day great one
17440,17440,welcome to the family new pillow  im going to lay mmmmy head on you tonight!!!,positive,1.0,welcome family new pillow im going lay mmmmy head tonight
17441,17441,just cos i dont have an ipod touch yet - doesn`t mean i can`t look at some apps! they`re sooo cool.  twittering in school? awesome!,positive,1.0,co dont ipod touch yet doesnt mean cant look apps theyre sooo cool twittering school awesome
17442,17442,4:15 filally home from the city.  - now time to head to sleep!!  goodnight! & happy mommy`s day to all the mother`s out there!!,positive,1.0,filally home city time head sleep goodnight happy mommy day mother
17444,17444, whichemeans i spend more time alone than with friends and family. how sad,negative,0.0,whichemeans spend time alone friend family sad
17448,17448, I need a hug  I`m doing my jjjjunior cert this week and I`m totally stressed out :`(,negative,0.0,need hug im jjjjunior cert week im totally stressed
17449,17449,got an ear infection...man that **** hurts!,negative,0.0,got ear infectionman hurt
17452,17452, So you`re gonna make me go alllll the way to the store??? LOL  I have to find one...I`ll Google.  Thaaanks.    LOL,positive,1.0,youre gonna make go alllll way store lol find oneill google thaaanks lol
17454,17454," Good stuff, Smiles back? Why won`t you go to his concert too? :o. Wish I could instead of doing my musssic which is failing  lol x",positive,1.0,good stuff smile back wont go concert wish could instead musssic failing lol x
17456,17456," shame I donstill have my 286 compaq portable, which was really anything but portable LMAO, last tweet 4 now, toodle pip",negative,0.0,shame donstill compaq portable really anything portable lmao last tweet toodle pip
17457,17457,i have nothing to do except right a eassy due on monday D: :[ :{  ]: }:,negative,0.0,nothing except right eassy due monday
17458,17458,"watching1. I live near Montmelï¿½, I`m so excited about this race",positive,1.0,watching live near montmelï ½ im excited race
17459,17459, 9 more week! July 8th. Flolloping just perfectly describes the way she moves my belly  hehe,positive,1.0,week july th flolloping perfectly describes way move belly hehe
17460,17460,Erery day is Mother`s Day.... Don`t wait for 1 of 365 days to come around to show your mom how much you appreciate and love her.,positive,1.0,erery day mother day dont wait day come around show mom much appreciate love
17462,17462, sy you should. You`re a fantastic actor it`s about time you got some recognition for it.,positive,1.0,sy youre fantastic actor time got recognition
17464,17464,i`m skck of waking up and feeling exhausted,negative,0.0,im skck waking feeling exhausted
17465,17465,is excited. Lots of good things happening work-wise here in Melbourne,positive,1.0,excited lot good thing happening workwise melbourne
17467,17467, that sounds cool! post video!!,positive,1.0,sound cool post video
17468,17468,wanno some sessions with ronnie he da bomb u know?,positive,1.0,wanno session ronnie da bomb u know
17469,17469, That sucks to hear. I hate days like that,negative,0.0,suck hear hate day like
17470,17470,PEOPLE!!! wat the hell is a followwer on twitter???? I DONT GET IT!!!,negative,0.0,people wat hell followwer twitter dont get
17472,17472, uour new song is AMAZING,positive,1.0,uour new song amazing
17475,17475,New pickkshaa! If it`s really big then it looks MILKY!  YAAAY!,positive,1.0,new pickkshaa really big look milky yaaay
17476,17476,"ssshhh everybody, I think  is asleep... don`t disturb him.",negative,0.0,ssshhh everybody think asleep dont disturb
17477,17477,feels ****! and feet are aching  need my beeeeeddddddd!!!,negative,0.0,feel foot aching need beeeeeddddddd
17478,17478," Morning, dude! Ivy has decided she wants to go on a boat today. Are you guys around this PMM? Would be nice to see you.",positive,1.0,morning dude ivy decided want go boat today guy around pmm would nice see
17479,17479,TwitterBerry hates me,negative,0.0,twitterberry hate
17480,17480,Happy Star Wars Day everyone! May the 4th be with you alll  ****,positive,1.0,happy star war day everyone may th alll
17481,17481,"... I want to die. I want to TAKE my own life, forever. She`s trying to get me to do a duet.",negative,0.0,want die want take life forever shes trying get duet
17482,17482,  i tuought you liked the name,negative,0.0,tuought liked name
17483,17483,im @ the eye doctors & had to bring trinity with me cause my mom fell down the stairs today & broke her toe. ugh,negative,0.0,im eye doctor bring trinity cause mom fell stair today broke toe ugh
17484,17484,Ill bed my stomach is killing me,negative,0.0,ill bed stomach killing
17486,17486,"  ha ,a, and what game is that? i like games",positive,1.0,ha game like game
17487,17487," ok cause the one  S orange is still open. Whew, you just scared me. Sorry the one by you closed",negative,0.0,ok cause one orange still open whew scared sorry one closed
17489,17489,Loves Agustin and his happy morning moods,positive,1.0,love agustin happy morning mood
17493,17493,waitin 4 the skool bus soo tired nd still soo much 2 do...want 2 b lazy nd sleep but since I cnt ill sing all my fav songs,negative,0.0,waitin skool bus soo tired nd still soo much dowant b lazy nd sleep since cnt ill sing fav song
17494,17494, Isorry about your car. I feel for you...,negative,0.0,isorry car feel
17495,17495,"It`s **** cold here north now! It was like 77 DF yesterday where I was, here it`s 37,4",negative,0.0,cold north like df yesterday
17496,17496," aw w  I know you never will, I`m so thankful I can count on you, love ya boo",positive,1.0,aw w know never im thankful count love ya boo
17499,17499, excellent  looks like you`ll have some twitterific competition,positive,1.0,excellent look like youll twitterific competition
17501,17501,#liesgirlstell  a guy calls her phone to see if the number is real ) ohh myyyy phone isn`t working . try tomorrow .,negative,0.0,liesgirlstell guy call phone see number real ohh myyyy phone isnt working try tomorrow
17502,17502,The new resigned cricinfo : http://tinyurl.com/mxlcuv I hate change,negative,0.0,new resigned cricinfo httptinyurlcommxlcuv hate change
17503,17503,Why am I so tired?????? Whyyyyy makeeee it stop. Merm is not going to be fun tonight.,negative,0.0,tired whyyyyy makeeee stop merm going fun tonight
17504,17504, You`re such a sappy little fellow!  Thanks for all the well wishes. I`ll need them. After today I have one more exam.,positive,1.0,youre sappy little fellow thanks well wish ill need today one exam
17507,17507,"wit twit twitter! trying to 'legally' watch a movie online, its not happening",negative,0.0,wit twit twitter trying legally watch movie online happening
17510,17510,"Bed!!!!!... its time,..... hope i go to school tomorrow, all though i don`t feel very well right now",negative,0.0,bed time hope go school tomorrow though dont feel well right
17515,17515, haha that`s because you also look amazing in it! have fun!,positive,1.0,haha thats also look amazing fun
17516,17516,_Stained http://twitpic.commmm/4jhe5 - I LOVE it!  that is just so awesome,positive,1.0,stained httptwitpiccommmmjhe love awesome
17518,17518,rry to hear about your dog,negative,0.0,rry hear dog
17520,17520," since I`m reading the Twilight series and watching Underworld today, I gotta say...perfect piccc for my day",positive,1.0,since im reading twilight series watching underworld today gotta sayperfect piccc day
17521,17521,Bummed out I am missing a rock climbing trip next week,negative,0.0,bummed missing rock climbing trip next week
17523,17523, i`m having a hard time using hulu  have u heard of anyone having problems that uses windows vista?,negative,0.0,im hard time using hulu u heard anyone problem us window vista
17526,17526,BREAKIG NEWS: GM shares are currently trading below $1.00 at only $.88 per share!!,negative,0.0,breakig news gm share currently trading per share
17527,17527,Sorry I`m not using tweetdeck it`s not letting me tweet today,negative,0.0,sorry im using tweetdeck letting tweet today
17529,17529,you are so right! ,positive,1.0,right
17530,17530,In denial about the moving van parked a feeew blocks away.,negative,0.0,denial moving van parked feeew block away
17532,17532,im  hungry and i have nothing to eat,negative,0.0,im hungry nothing eat
17533,17533, I hope for a speedy recovery for you!,positive,1.0,hope speedy recovery
17536,17536," Wel, all I can do, is pray for you.....",positive,1.0,wel pray
17540,17540,Just loaned out a ssset of aerobars to team mate for tomorrow`s Texas Cup race at Alkek. Bummed I won`t be there.,negative,0.0,loaned ssset aerobars team mate tomorrow texas cup race alkek bummed wont
17541,17541, like cheesecake brownies!!! i miss my cheesecake brownies... and the walmart closest to l.a. (to me) doesn`t have em,negative,0.0,like cheesecake brownie miss cheesecake brownie walmart closest la doesnt em
17542,17542,Downloading Chex-Quest!  Been about 12 years sins it`s final release you say? Your Right!,positive,1.0,downloading chexquest year sin final release say right
17543,17543, Anythingofor . So sorry man  I am not a patsy generally...,negative,0.0,anythingofor sorry man patsy generally
17544,17544,Market whn goes lower also problem and when it goes like a wild bull also problem,negative,0.0,market whn go lower also problem go like wild bull also problem
17545,17545, Oh w w they are really good  I think Im going to use one of them lol.,positive,1.0,oh w w really good think im going use one lol
17550,17550,love for vintage books...old books shopping this morning,positive,1.0,love vintage booksold book shopping morning
17551,17551,I need some ulugs. for real. my ears want to stretch. and I have no money,negative,0.0,need ulugs real ear want stretch money
17552,17552, lol very much appreciated!!!  so excited!!!,positive,1.0,lol much appreciated excited
17555,17555,is not havgng a good day... I havent had a good week forreal!!,negative,0.0,havgng good day havent good week forreal
17557,17557,start again... so no theres 6 people coming with us when we go to melbourne...for short stack. originally 4. but still only 3 for ss,negative,0.0,start there people coming u go melbournefor short stack originally still s
17558,17558,"Back in Glasgow, stuck in traffic on the M8",negative,0.0,back glasgow stuck traffic
17559,17559,not looking forward to dress shopping tomorrow. so afraid there`s no way i`ll be able to get what i want,negative,0.0,looking forward dress shopping tomorrow afraid there way ill able get want
17560,17560,at hannah montana set.... im missing ttttennessee ALOT today,negative,0.0,hannah montana set im missing ttttennessee alot today
17562,17562, night hoooney..see ya tomorrow,positive,1.0,night hoooneysee ya tomorrow
17564,17564,_hthat is the truth.,positive,1.0,hthat truth
17567,17567, Im glad you`re a lot happier barakitten  <3 see yah in july,positive,1.0,im glad youre lot happier barakitten see yah july
17568,17568,gonna have a lazy day today,negative,0.0,gonna lazy day today
17569,17569,its  5 now.   ilycecily <3,positive,1.0,ilycecily
17573,17573," we did!hThey came out cold  The cheese sauce was good, though.",positive,1.0,didhthey came cold cheese sauce good though
17575,17575,"I non`t get it, I was feeling fine yesterday. and now im a ball of sickness ! i hate the flu,",negative,0.0,nont get feeling fine yesterday im ball sickness hate flu
17579,17579,"The internet is just being a big fail for me today-- not only is Twitter its usual semi-flaky self, but Facebook and VRBO.com, too  Boo!",negative,0.0,internet big fail today twitter usual semiflaky self facebook vrbocom boo
17580,17580,"Forcedself out of bed this morning, but failed to cycle in. ****.",negative,0.0,forcedself bed morning failed cycle
17582,17582,Officially Mother Day here HAPPY Motherrr Day to all the MOMS,positive,1.0,officially mother day happy motherrr day mom
17583,17583,I`m nervous... I hope I get in... this could be a costly mistake... more like procrastination and assumption...,negative,0.0,im nervous hope get could costly mistake like procrastination assumption
17584,17584,just getting off of work for the day! Hope evveryone has a wonderful mother`s day tomorrow! Hope you enjoy ur cheesecakes too!,positive,1.0,getting work day hope evveryone wonderful mother day tomorrow hope enjoy ur cheesecake
17585,17585, Love that song! Happy Monday,positive,1.0,love song happy monday
17587,17587,"Ok back later, have a great time regardless of the weather  PS I`m only a BB away!",positive,1.0,ok back later great time regardless weather p im bb away
17590,17590,I sawe sun..... but then I blink and it was gone,negative,0.0,sawe sun blink gone
17594,17594,Is fighting a horrid headache witth a large Vanilla Iced Coffee.,negative,0.0,fighting horrid headache witth large vanilla iced coffee
17596,17596, OMG i waant to go too!  hahaha,positive,1.0,omg waant go hahaha
17599,17599,all time low mean so **** much to me. i hope i get to see them in june. it would be so awesome. gaskarth is amazing,positive,1.0,time low mean much hope get see june would awesome gaskarth amazing
17600,17600,"TF, too bad the weather sucks...",negative,0.0,tf bad weather suck
17601,17601,RIP Robin from the Washington Park library,negative,0.0,rip robin washington park library
17603,17603,http://bit.ly/dIQF3 I hope some day my mom will get this message!,positive,1.0,httpbitlydiqf hope day mom get message
17604,17604,"My cack hurts and I`m meant to be going out tonight, poor the Rik",negative,0.0,cack hurt im meant going tonight poor rik
17605,17605,_Heidi_V  Thank you pretty lady.,positive,1.0,heidiv thank pretty lady
17606,17606, The ba l is in motion. I have to type up concepts in outline format we could develop those to ensure we deliver greatness,positive,1.0,ba l motion type concept outline format could develop ensure deliver greatness
17608,17608,"So, I pickep Chris Botti`s~Live in Boston CD, listening while driving home tonight under the moon. Didn`t want it to end.",positive,1.0,pickep chris bottislive boston cd listening driving home tonight moon didnt want end
17611,17611,star treeeeek?! only one hot guy there  and i get to watch him do his hot stuff woo.,positive,1.0,star treeeeek one hot guy get watch hot stuff woo
17612,17612,...  Headed to Hospitol : Had to pull out of the Golf Tourny in 3rd place!!!!!!!!!!! I Think I Re-Ripped something !!! Yeah THAT !!,negative,0.0,headed hospitol pull golf tourny rd place think reripped something yeah
17613,17613,"Messed on these   But I`m makin` it right! , ,  Best Holy Day wishes to you aaaall!",positive,1.0,messed im makin right best holy day wish aaaall
17616,17616,"And they are so censoring over at nin.com, nobody can really speculate about these things are disagree with anything",negative,0.0,censoring nincom nobody really speculate thing disagree anything
17617,17617,fmll my work uniform is on the washing line,negative,0.0,fmll work uniform washing line
17618,17618,Horrid dream. I suspect I will have to cancel my plans tonight...,negative,0.0,horrid dream suspect cancel plan tonight
17619,17619, Hey never realized that you also get a Twitter account.  Your guides are truly many times a lifesaver to me.,positive,1.0,hey never realized also get twitter account guide truly many time lifesaver
17621,17621, Wish I was in ATL!!,positive,1.0,wish atl
17623,17623, Your welcome hun!    They are allll amazing people - make sure to say hello to them!,positive,1.0,welcome hun allll amazing people make sure say hello
17624,17624," I got a coupon, but I couldn`t register it because you have to be in the US",negative,0.0,got coupon couldnt register u
17625,17625,ishing it was naptime,positive,1.0,ishing naptime
17628,17628,Poltergeist! In my house,negative,0.0,poltergeist house
17630,17630,"Had a blast, babe. Thanks joe. <3  i love everyone! Tyler...happy birthday.",positive,1.0,blast babe thanks joe love everyone tylerhappy birthday
17632,17632,is cold and wished to go back to bed,positive,1.0,cold wished go back bed
17633,17633, thanks ror having me! i had a great time too,positive,1.0,thanks ror great time
17634,17634, that is definitely a blast from the past,positive,1.0,definitely blast past
17636,17636,"re-dyed the hair, early start tomorrow heading down to londons clothes show, great place to be when i feel fat.   bright side = motivation",positive,1.0,redyed hair early start tomorrow heading london clothes show great place feel fat bright side motivation
17637,17637,I really hope so,positive,1.0,really hope
17640,17640,", love your background, I just might have to copy it",positive,1.0,love background might copy
17643,17643,"to br really really... not bored but bad, i won`t now the news  but thats ok. BRB x",negative,0.0,br really really bored bad wont news thats ok brb x
17644,17644,going shopping with my mammyy.... my makeup and face are being generally quite nice to me today,positive,1.0,going shopping mammyy makeup face generally quite nice today
17645,17645,Hap Mother`s Day!  @>--->--->--- A rose for YOU!,positive,1.0,hap mother day rose
17646,17646,just made a South-Korean email pal. Happy!,positive,1.0,made southkorean email pal happy
17647,17647,likes the smell of the roast in the oven mmmmmm must have dips and sakatas to tide me over till the roast is cooked,positive,1.0,like smell roast oven mmmmmm must dip sakatas tide till roast cooked
17649,17649," Thankyou, yes. Off to a pre-wedding party now.",positive,1.0,thankyou yes prewedding party
17654,17654,pro d of the ceviche and bellinis turning out so well and LOVING the smell of fresh flowers in the house,positive,1.0,pro ceviche bellini turning well loving smell fresh flower house
17656,17656,I hat to unhook twitter from Facebook because all my Facebook cronies were complaining.,negative,0.0,hat unhook twitter facebook facebook crony complaining
17657,17657,_Cool yep here`s hoping,positive,1.0,cool yep here hoping
17659,17659,17 again was funny,positive,1.0,funny
17660,17660,Somebody accidentely sleep for 3 hours instead of 2 annd now I can`t hang out  WORK BLOWS! sorry _jones20 and ,negative,0.0,somebody accidentely sleep hour instead annd cant hang work blow sorry jones
17661,17661, too short as usual...  but was awesome,positive,1.0,short usual awesome
17664,17664,love how dad said he`d be ready to go at like 3:15 and it`s now 4pm and I`m still wwworking.,positive,1.0,love dad said hed ready go like pm im still wwworking
17665,17665,on my way to my dad`s with my sistas..  r.i.p. Deb..,negative,0.0,way dad sistas rip deb
17667,17667,Number 999. My next tweet must be something really special.,positive,1.0,number next tweet must something really special
17668,17668," LO , point at yourself and laugh!",positive,1.0,lo point laugh
17671,17671,"  hope you guys are having fun!  Can`t wait for ya`ll to be back, Wilmy isn`t the same without you",positive,1.0,hope guy fun cant wait yall back wilmy isnt without
17674,17674,Mpoor phone is nekkid without its cover.,negative,0.0,mpoor phone nekkid without cover
17675,17675,had a nice mother`s day with mum. she liked her presents. wondering if i`ll ever see some one again. talking to sisa.,positive,1.0,nice mother day mum liked present wondering ill ever see one talking sisa
17676,17676,vave a good day      ? http://blip.fm/~5yomt,positive,1.0,vave good day httpblipfmyomt
17679,17679, Thanks bro.,positive,1.0,thanks bro
17680,17680, You be a good girl Whhitney,positive,1.0,good girl whhitney
17681,17681,Making egg tart & Chinese egg pudding. Yum,positive,1.0,making egg tart chinese egg pudding yum
17682,17682, whdo you say that i`m a ****? i find that hurtful!,negative,0.0,whdo say im find hurtful
17684,17684,REALLY wano go to Maker Faire tomorrow but I am SO SICK.  #makerfaire,negative,0.0,really wano go maker faire tomorrow sick makerfaire
17687,17687,"looking for my sister on facebook, miss you yani",negative,0.0,looking sister facebook miss yani
17691,17691,_another_1 I love that we just get a little peek of your dimple,positive,1.0,another love get little peek dimple
17692,17692,"unoking my pt`s, then home to SLEEP! SLEEP IS GOOD",positive,1.0,unoking pt home sleep sleep good
17693,17693," Well, in LA is decent weather. Tell me what`s happening in the future",positive,1.0,well la decent weather tell whats happening future
17694,17694,_A_Tx ll i havent watched it yet..  congrats!,positive,1.0,atx havent watched yet congrats
17695,17695,Come on Vancouver. Throwing stuff onto the ice? I thought you Canucks were supposed to be all polite and stuff?,negative,0.0,come vancouver throwing stuff onto ice thought canuck supposed polite stuff
17696,17696," hi again, sorry was going to paaass on your email to my assistant (Rel and Soc) and lost it. dm it to me, pls?",negative,0.0,hi sorry going paaass email assistant rel soc lost dm pls
17697,17697,flashlight tag!  i love playing games in the dark.,positive,1.0,flashlight tag love playing game dark
17698,17698, have fun at the viper room tomorrow night  i know the fam oooout there will be in attendance to support all of yall,positive,1.0,fun viper room tomorrow night know fam oooout attendance support yall
17699,17699, totally agree,positive,1.0,totally agree
17701,17701, my computers broken and I broke my laptop so I had to use the phone  ahh still on he cause they **** up my order.,negative,0.0,computer broken broke laptop use phone ahh still cause order
17703,17703, ugh some stupid teenagers just showed up. My peaceful time is over,negative,0.0,ugh stupid teenager showed peaceful time
17705,17705,..dat dude look crazy w/ dat hair on his face lmao ..stop it!! ..the old wrestlers went to TNA  thanks Vince ..these dudes are clowns lol,negative,0.0,dat dude look crazy w dat hair face lmao stop old wrestler went tna thanks vince dude clown lol
17709,17709, Go for it! Chinese sounds yum!,positive,1.0,go chinese sound yum
17710,17710, Done somb book signings in Manchester. Nice people up there. Enjoy the week.,positive,1.0,done somb book signing manchester nice people enjoy week
17711,17711, NICK WTF I WAS GONNA GO BUT I HAVE NO RIDE. Boo,negative,0.0,nick wtf gonna go ride boo
17712,17712,Plainhite T`s and Sara Bareilles...can life get more amazing,positive,1.0,plainhite t sara bareillescan life get amazing
17714,17714,py Friday! I just realized I left my cell phone at home today though,positive,1.0,py friday realized left cell phone home today though
17716,17716, I am prettyusure that`s the sort if tweeting that will lose followers. But stuff it- it was well worth it,positive,1.0,prettyusure thats sort tweeting lose follower stuff well worth
17717,17717,Why do I always have a headache?,negative,0.0,always headache
17718,17718,"Awh, i s the last day of the tour  I`ll miss hangin w/ and Children 18:3. Soooo...let`s make it an awesome nite in OK!!",positive,1.0,awh last day tour ill miss hangin w child soooolets make awesome nite ok
17719,17719, wat the! you were in riverside??,negative,0.0,wat riverside
17720,17720, It`s ok now ! I`ve cleared my cache and everything is fine,positive,1.0,ok ive cleared cache everything fine
17721,17721, awww  ok lol hopefully by than im still heree and not back over in the states,positive,1.0,awww ok lol hopefully im still heree back state
17724,17724, it would be cool if they had people make videos of themselves miming the song and make one big video  so EVERYONE can be in it.,positive,1.0,would cool people make video miming song make one big video everyone
17725,17725," yep i am.got back t morning. NFg were fab last night, but i cant go tomorrow   you getting MS ticket soon? 4weeks away",positive,1.0,yep amgot back morning nfg fab last night cant go tomorrow getting m ticket soon week away
17726,17726, I was just about to put in '@' and then my username.. Wow.,positive,1.0,put username wow
17728,17728," Thanks, Nick. Means a lot coming from a designer of your caliber  #symphonycms",positive,1.0,thanks nick mean lot coming designer caliber symphonycms
17730,17730,"Hoisin duck pizza, salt and pepper pizza and gelato for dinner with Edmund and Jade. Good times!",positive,1.0,hoisin duck pizza salt pepper pizza gelato dinner edmund jade good time
17731,17731," Ya, the wehther has been super weird here. It looked like it was gonna rain today but of course it didn`t, darnitt,",negative,0.0,ya wehther super weird looked like gonna rain today course didnt darnitt
17732,17732," no, sry, didn`t feel well at all. but there`ll be another change I believe  hope FFK09 was fun with lots of inspiring input.",negative,0.0,sry didnt feel well therell another change believe hope ffk fun lot inspiring input
17733,17733," Awwh....well least you are up top, where the magic happens!  Today will be a good day, no worries.",positive,1.0,awwhwell least top magic happens today good day worry
17734,17734,Chem wasn`t better than physics. And now I`m so tired. _astri HAHAHA NTN BBF JUGA YA? Hihi gue sukanya Jun Pyo?,negative,0.0,chem wasnt better physic im tired astri hahaha ntn bbf juga ya hihi gue sukanya jun pyo
17735,17735," Iknow, she`s great!  The Climb is sooo good!",positive,1.0,iknow shes great climb sooo good
17738,17738,Oh god! The cheesy disco music has started and everyone is getting up on the tables  i need more wine...,negative,0.0,oh god cheesy disco music started everyone getting table need wine
17739,17739,ebe patient  you`ll get it soon,positive,1.0,ebe patient youll get soon
17741,17741,aaaah I swear I took it by mistake  it was somehow attached with the charger -_- apparently it needed break from U huh!,negative,0.0,aaaah swear took mistake somehow attached charger apparently needed break u huh
17743,17743,I`d like to thaaank my normally only randomly working internet for actually staying up from the moment I saw the tweet until now.,positive,1.0,id like thaaank normally randomly working internet actually staying moment saw tweet
17744,17744," So far, so good. It`s still early, though!",positive,1.0,far good still early though
17746,17746,: just had my debut on Thursday @ The Gallery Lounge! It was fun... can`t wait to do the next one!!,positive,1.0,debut thursday gallery lounge fun cant wait next one
17747,17747,ddddamm i feel like the song of dead and gone by Travis Garland,negative,0.0,ddddamm feel like song dead gone travis garland
17748,17748, I`ve been readin your last few twitts. I hope your ok,positive,1.0,ive readin last twitts hope ok
17749,17749,ummm soooo yeh....its really hard to concentrate rite now wen i have this weird #lupus feeling goin thro my body,negative,0.0,ummm soooo yehits really hard concentrate rite wen weird lupus feeling goin thro body
17750,17750," Weird, suddenly blogtalkradio is giving me a domain not found error.  I was just on it 5 minutes ago!",negative,0.0,weird suddenly blogtalkradio giving domain found error minute ago
17751,17751,mAmazing.  Thereby proving we cannot believe anything we see,positive,1.0,mamazing thereby proving cannot believe anything see
17752,17752,Today is lame because I am not in Orlando  I am soooo looking forward to NEXT friday,negative,0.0,today lame orlando soooo looking forward next friday
17754,17754, wats wrong boo,negative,0.0,wats wrong boo
17756,17756," THIS CALLS FOR A HIGH FIVE!  (Don`t miss, hotshot xD)",positive,1.0,call high five dont miss hotshot xd
17758,17758,  tis a sad day,negative,0.0,ti sad day
17759,17759," thks neemah. I`m gonna be soooo close to you and izzy, yet so far",positive,1.0,thks neemah im gonna soooo close izzy yet far
17762,17762, ****! I`m already thinking about all the shows I`m going to have to miss because I`m broke.,negative,0.0,im already thinking show im going miss im broke
17765,17765,"islalmost done with the third/chapter cover page, yay",positive,1.0,islalmost done thirdchapter cover page yay
17766,17766, i was in a hospital for a week and a half pretty much on the virge of dying.,negative,0.0,hospital week half pretty much virge dying
17767,17767,Travel blog up and running!  http://charlenedianetravels.blogspot.com Can`t wait to start fillinng it up with entries! ),positive,1.0,travel blog running httpcharlenedianetravelsblogspotcom cant wait start fillinng entry
17768,17768,is wishing all of the mother`s out there a very Happy Mother`s Day!! Love ya!,positive,1.0,wishing mother happy mother day love ya
17771,17771,"hAhh.  ... Well, I was hoping that I could learn some stuff on the way. ... Why not you and I work on separate things but also",positive,1.0,hahh well hoping could learn stuff way work separate thing also
17772,17772,Y CANT WE ALL JUST GET ALONG,negative,0.0,cant get along
17774,17774,I really want to go see UP!  haha. Tooo cute! (:,positive,1.0,really want go see haha tooo cute
17775,17775,Hete washing my hair! Because then it has to be dried & straightened.  And then i find the grey hairs in the middle layers of my hair,negative,0.0,hete washing hair dried straightened find grey hair middle layer hair
17777,17777, (((HSGS))) back to you - you also have that look!,positive,1.0,hsgs back also look
17783,17783,_intruder we l said...please take him off my hands..i can`t cope !!!! Set that fox on him,negative,0.0,intruder l saidplease take handsi cant cope set fox
17784,17784,Time for me to go to sleep! It`s almost 1am. Night everyone! Happy mothers day to all the moms out there,positive,1.0,time go sleep almost night everyone happy mother day mom
17785,17785, Hey lovely.. hhope you had a good day  Thanks for an awsome night and teaching me how to put together a tie...hahaha,positive,1.0,hey lovely hhope good day thanks awsome night teaching put together tiehahaha
17786,17786,"omfg, my head",negative,0.0,omfg head
17787,17787,Jimmat World`s initials are JEW....new favorite band,positive,1.0,jimmat world initial jewnew favorite band
17789,17789, good luck! I hano doubt you will be hilarious. really hoping to see you dressed as some kind of foam food item  and go...,positive,1.0,good luck hano doubt hilarious really hoping see dressed kind foam food item go
17790,17790, aww  loves you! way too cute ;),positive,1.0,aww love way cute
17791,17791,_1 is leavin bc of racists *starts cryin*,negative,0.0,leavin bc racist start cryin
17793,17793,I want it to beeWednesday already so I can hurry up and go to New Zealand so I`m busy and not sitting here bored and stressing,negative,0.0,want beewednesday already hurry go new zealand im busy sitting bored stressing
17794,17794,_Kill_Boy I know the feeling,negative,0.0,killboy know feeling
17795,17795,I woulda nerer believed that five years later I`d be a female engineer myself making tracks,positive,1.0,woulda nerer believed five year later id female engineer making track
17796,17796,"Missed the WBC counterprotests.  But probably going to WaterFire with Ben, yay!",negative,0.0,missed wbc counterprotests probably going waterfire ben yay
17798,17798,Just got home. :3 Was pleased with Star Trek.,positive,1.0,got home pleased star trek
17799,17799,Okay...So I have an AIM account now...Send me ur S/N`s on there so I can add u...Thx!,positive,1.0,okayso aim account nowsend ur sn add uthx
17800,17800,Nnnnoooooo!!!! Just learned we`ve got a frost warning for tonight!,negative,0.0,nnnnoooooo learned weve got frost warning tonight
17801,17801,ahat a great night.,positive,1.0,ahat great night
17802,17802,I miss Feb 23rd 2008  best night of my whole entire **** life. I`d rather re-live that night then win $1million.,positive,1.0,miss feb rd best night whole entire life id rather relive night win million
17803,17803,Happy Motrs Day to all the mums in my life and those that are not,positive,1.0,happy motrs day mum life
17804,17804,"oh, it`s  `s birthday! happy birthday andre michelle",positive,1.0,oh birthday happy birthday andre michelle
17806,17806,Wtf was that **** 5 mins before the marked closed...FAZ you cost me 4 grand,negative,0.0,wtf min marked closedfaz cost grand
17808,17808,i love how nice the weather is today and i am camping tonight! oh and i hate my hair,positive,1.0,love nice weather today camping tonight oh hate hair
17810,17810,_anderson hehe   fun tweets !,positive,1.0,anderson hehe fun tweet
17811,17811, I ms standing next to you...,negative,0.0,m standing next
17812,17812,Now the mosquito truck is waking me up,negative,0.0,mosquito truck waking
17813,17813,"Right! Into action! Grab a shower, grab my camera and, I think, a walk in the sunshhhine along the canal. Later, good tweeple",positive,1.0,right action grab shower grab camera think walk sunshhhine along canal later good tweeple
17814,17814, you say the nicest things.,positive,1.0,say nicest thing
