,Unnamed: 0,text,sentiment,classification,clean_text
16151,16151,happy day mother`s to all your mom`s,positive,1.0,happy day mother mom
16152,16152,Manchester was wayyyyy to busy!  so warm today also! :`(,negative,0.0,manchester wayyyyy busy warm today also
16153,16153,Thinks my 'not girlfriend' needs to not be douchebag a right now...  i`m not in the mood to feel neglected,negative,0.0,think girlfriend need douchebag right im mood feel neglected
16157,16157, know I  I think I`m like dieing!,negative,0.0,know think im like dieing
16160,16160,"its a beautiful,albeit, windy at times, night in So No....",positive,1.0,beautifulalbeit windy time night
16162,16162,going out  I can`t do this **** anymore :`(,negative,0.0,going cant anymore
16163,16163,_ i`m in bed sick atm-been sick since  yesterday  hru hun?,negative,0.0,im bed sick atmbeen sick since yesterday hru hun
16164,16164,I can`t **** concentrate with this **** heat!  Cooler is so not doing it`s job.,negative,0.0,cant concentrate heat cooler job
16167,16167,ur  funny  gnight,positive,1.0,ur funny gnight
16171,16171,the At Grove for `Drag Me to Hell.` I hope that it doesn`t suck.,positive,1.0,grove drag hell hope doesnt suck
16172,16172,Had a nice dinner with the hubby and now on our way home  45 min drive out of the city. *sigh*,positive,1.0,nice dinner hubby way home min drive city sigh
16173,16173, when we were poor and lived in Germany it was our favourite cheap Saturday. Now we have 20min one away.,positive,1.0,poor lived germany favourite cheap saturday min one away
16174,16174," Years ago, my brother saw you and Bruce walking on the sidewalk in Sanibel. I used to live on Pine Is. Great place",positive,1.0,year ago brother saw bruce walking sidewalk sanibel used live pine great place
16175,16175,off work... to off at 10:30....lammmeeee,negative,0.0,work lammmeeee
16178,16178,"Some of the figures quoted are so wildly optimistic, they are the stuff of science fiction.  A bit disapointed in CIBER and SABIP",negative,0.0,figure quoted wildly optimistic stuff science fiction bit disapointed ciber sabip
16179,16179,from seeing all koreans my buisnesses failing.,negative,0.0,seeing korean buisnesses failing
16180,16180, I`m glad you`ve been having fun babe,positive,1.0,im glad youve fun babe
16181,16181,thank/ u guys so so much for helping me out on the followers thing! but im not probably gonna win cause i dont have 100 followers yet!,positive,1.0,thank u guy much helping follower thing im probably gonna win cause dont follower yet
16182,16182,Got to reconnect with some dear friends tonight.  I am so lucky to have so many great people in my life.  I am blessed,positive,1.0,got reconnect dear friend tonight lucky many great people life blessed
16183,16183,Was talking to Vincent  him Miss so baadly.,negative,0.0,talking vincent miss baadly
16185,16185,is very worried about sam and  wants to know he okay!,negative,0.0,worried sam want know okay
16187,16187, OK. Happy to hear that you feeling are fine,positive,1.0,ok happy hear feeling fine
16189,16189,ugh... hangover. sign i`m that getting old,negative,0.0,ugh hangover sign im getting old
16190,16190," BTW: Does it offend you, yeah? - We are rockstars. Pretty ok.",positive,1.0,btw offend yeah rockstars pretty ok
16192,16192,About to hit the hay. (who came up with that?) goodnight world and all those who inhabit it,positive,1.0,hit hay came goodnight world inhabit
16193,16193,Happy week! nurses It`s our first one as rn`s,positive,1.0,happy week nurse first one rn
16194,16194,Still hating the whole Twitter replies thing. I feel like I`m missing bits.  #fixreplies,negative,0.0,still hating whole twitter reply thing feel like im missing bit fixreplies
16196,16196,"  I know! they were running out though, Soph had to get a massive one...",positive,1.0,know running though soph get massive one
16198,16198,sick of having constant bad dreams  grr,negative,0.0,sick constant bad dream grr
16200,16200, NICE! Got any that are indexed that you want to unload?  I need a few.,positive,1.0,nice got indexed want unload need
16201,16201,Stupid MSN It wont let onnnn me,negative,0.0,stupid msn wont let onnnn
16209,16209,"Went to see Priscilla Ahn last night, was amazin! so were bands the before her actually",positive,1.0,went see priscilla ahn last night amazin band actually
16210,16210, i hear you.. it pisses me off haha,negative,0.0,hear piss haha
16212,16212,big sis moved out 2day  its gna b weird without her! X,negative,0.0,big si moved day gna b weird without x
16214,16214, that is so lovely,positive,1.0,lovely
16215,16215,"_hall no  i was gutted when he wasn`t. i lmao. think i`m obsessed with him, bahaha.",positive,1.0,hall gutted wasnt lmao think im obsessed bahaha
16216,16216,Working.  I can`t wait till 4:30. Funeral on monday.,negative,0.0,working cant wait till funeral monday
16218,16218,ree-heally hoping the rain stops by the time i get off the metro at courthouse. i didn`t bring an umbrella today.,positive,1.0,reeheally hoping rain stop time get metro courthouse didnt bring umbrella today
16221,16221,This is getting on nerves. my I cant change my pic,negative,0.0,getting nerve cant change pic
16223,16223, good. I`m,positive,1.0,good im
16224,16224,Just saw a fox!  as i was getting on the freeway... I hope it goes home,positive,1.0,saw fox getting freeway hope go home
16226,16226, WHAT! That`s a sin!,negative,0.0,thats sin
16227,16227, i YES. am thinking of staying in the office until it`s slightly less RIDICULOUSLY HOT,negative,0.0,yes thinking staying office slightly le ridiculously hot
16228,16228,Finally going to bed! Woo-Hoo! Gotta work at 5am! Lots of love to all!,positive,1.0,finally going bed woohoo gotta work lot love
16230,16230, I have an interview on tuesday so things are turning around I think!! yay! so dont worry!  And Japsicans are a rare breed. ;),positive,1.0,interview tuesday thing turning around think yay dont worry japsicans rare breed
16232,16232, back to the lovely land of the north,positive,1.0,back lovely land north
16234,16234,im really sleepy and i want to go to bed...but its upstairs and its a mess and i know im gonna have to clean it  nooooo,negative,0.0,im really sleepy want go bedbut upstairs mess know im gonna clean nooooo
16235,16235,I hate that I am so stinkin tired everyday!  so It`s hard to get up...I thought I was supposed to start getting energy back now.,negative,0.0,hate stinkin tired everyday hard get upi thought supposed start getting energy back
16237,16237,It`s gonna suck being the sober only one tonight,negative,0.0,gonna suck sober one tonight
16238,16238,_ I got 71! That`s more than I`m following... I feel special now,positive,1.0,got thats im following feel special
16240,16240,Actually I`m really missing Fabian  Which is pretty sad since i talked to him like... 2 hours ago! Gosh time flies when you miss someone.,negative,0.0,actually im really missing fabian pretty sad since talked like hour ago gosh time fly miss someone
16241,16241,Just got Dailybooth and sure not what to do. It`s confusing!,negative,0.0,got dailybooth sure confusing
16242,16242,"oh man, just seen the BGT news.. not cool. i loved greg.  that dancing weepy kid was just **** obnoxious imo.",positive,1.0,oh man seen bgt news cool loved greg dancing weepy kid obnoxious imo
16243,16243,YEHEY SUMMER!!  so exciteeeddd.. it balme on the a-a-a-a-a-alcohol.,positive,1.0,yehey summer exciteeeddd balme aaaaaalcohol
16245,16245, kwl... nm this msn nd homework... but i went 2 c hanna montana movie hte yesterday **** happy mayday btw ****,positive,1.0,kwl nm msn nd homework went c hanna montana movie hte yesterday happy mayday btw
16246,16246,I hope amy is okai,positive,1.0,hope amy okai
16247,16247,hey Dasit thanks for message the,positive,1.0,hey dasit thanks message
16250,16250,"Hope I`m not coming down with piggy flu, eyes red. Neck no longer holds up heavy head. Time for sleep.  Sogni D`oro all!",negative,0.0,hope im coming piggy flu eye red neck longer hold heavy head time sleep sogni doro
16252,16252,"http://twitpic.com/67jq9 - i`m really missing this place  my grandparents are living there, on the calm country! but im coming to them ...",negative,0.0,httptwitpiccomjq im really missing place grandparent living calm country im coming
16253,16253,_in_love aww me  too!!! we miss you.,positive,1.0,inlove aww miss
16255,16255,"greek season two, i love show. this",positive,1.0,greek season two love show
16256,16256,ahh im getting really tired and ej isnt up yet! im might have to go to sleep without talking to her again,negative,0.0,ahh im getting really tired ej isnt yet im might go sleep without talking
16257,16257,"#bigfanfriday 2day, i & go & friggin loose 1, life sucks!!",negative,0.0,bigfanfriday day go friggin loose life suck
16258,16258,ughhh studying for finals i wish i could go to prom,positive,1.0,ughhh studying final wish could go prom
16260,16260,mothers day drama was awesome!,positive,1.0,mother day drama awesome
16261,16261,"  thats rub it, it in that ur seeing morrissey! il just go and cry in the corner  x",negative,0.0,thats rub ur seeing morrissey il go cry corner x
16262,16262,Placed a $2 bet on a sure thing and lost.  no more betting for me!,negative,0.0,placed bet sure thing lost betting
16264,16264,"yay for nice weather, boo for cici not being here this weekend",negative,0.0,yay nice weather boo cici weekend
16266,16266, anytime  that`s what Im here for *giggles*,positive,1.0,anytime thats im giggle
16268,16268,someone broke into my car big time = having a really bad day,negative,0.0,someone broke car big time really bad day
16271,16271,I don`t seem to have any photos of and me my Grandma together for tomorrow. It is heart breaking,negative,0.0,dont seem photo grandma together tomorrow heart breaking
16274,16274,Oh no it`s storming... gotta get off the computer.,negative,0.0,oh storming gotta get computer
16275,16275,"plan may , changes nooooooo",negative,0.0,plan may change nooooooo
16276,16276, d`aaaaawhh you`re so cute,positive,1.0,daaaaawhh youre cute
16278,16278,just starting my day...a long Friday,negative,0.0,starting daya long friday
16279,16279,"loves summer! and don`t people, forget tomorrow is mother`s day!",positive,1.0,love summer dont people forget tomorrow mother day
16281,16281, you thank for reading Ohlala,positive,1.0,thank reading ohlala
16282,16282,"  lolll, i cba to get the sun stuff and i forgot that the back of my leg wouldnt gwt tanned lol. it hurts sooo bad right now",negative,0.0,lolll cba get sun stuff forgot back leg wouldnt gwt tanned lol hurt sooo bad right
16283,16283,You can`t take this feeling away from me<3. going to lay down & watch a movie.,positive,1.0,cant take feeling away going lay watch movie
16284,16284,had a nice with time her little sister...baby is all grown up,positive,1.0,nice time little sisterbaby grown
16285,16285,  Welcome to my network buddies,positive,1.0,welcome network buddy
16287,16287, gutted your out off hollyoaks  ****,negative,0.0,gutted hollyoaks
16289,16289,Done! Finally.. Yay.. Now I can relax for.. Well one day ;D haha..,positive,1.0,done finally yay relax well one day haha
16290,16290,Happy mother`s day you all moms!,positive,1.0,happy mother day mom
16292,16292,This morning is for smiling to smugly oneself. Anyone can join in,positive,1.0,morning smiling smugly oneself anyone join
16293,16293,"Gee I`m totally hatin` this , like for real ! I mean like, duh ! I`ve studied enough, and all that I need is refreshing tonite ! Hard ?",negative,0.0,gee im totally hatin like real mean like duh ive studied enough need refreshing tonite hard
16295,16295, Stress-free is the way to be,positive,1.0,stressfree way
16297,16297, it would hurt only when you touch it or when it gets hit. But when you don`**** won`t  but after a month it wouldn`t hurt na!,negative,0.0,would hurt touch get hit wont month wouldnt hurt na
16299,16299,"Happy mother`s day!!! oh, I love my mom.. hehehe... happy mom`s day!!",positive,1.0,happy mother day oh love mom hehehe happy mom day
16303,16303,Omg! Why cant i eat. Everything i eat hurts my stomach and it comes right out of me.,negative,0.0,omg cant eat everything eat hurt stomach come right
16304,16304,Its good to have an old friend at new ur job. Another good day at work. Paycheck day will be even better,positive,1.0,good old friend new ur job another good day work paycheck day even better
16306,16306,"Shouldn`t sit weirdly at the pc, I know Im going to hit the deck once I up get",negative,0.0,shouldnt sit weirdly pc know im going hit deck get
16310,16310,Then me disliking is you a rumor!  cyndi! What made it look like i didn`t like you?,negative,0.0,disliking rumor cyndi made look like didnt like
16311,16311," I`m sure it was amazing  Wish I could have been there :] You`re an incredible, phenomenal, amazingly talented singer",positive,1.0,im sure amazing wish could youre incredible phenomenal amazingly talented singer
16312,16312,"Bah, here I was out in the sun in my new hammock, beer, drinking playing the guitar and singing, and the mosquito chased me inside",negative,0.0,bah sun new hammock beer drinking playing guitar singing mosquito chased inside
16314,16314,  you are me...... disappointing,negative,0.0,disappointing
16315,16315, it`s the best day ever. it`s my birthday,positive,1.0,best day ever birthday
16316,16316,But I have to cause I missed lot a of classes,negative,0.0,cause missed lot class
16317,16317,had such a fun time with allegra tonite!!! we saw 17again!! good movie,positive,1.0,fun time allegra tonite saw good movie
16319,16319,"your saaaaafe with mee(8) **** epic times again last night  old friends and new friendships, good way to kick off this month!",positive,1.0,saaaaafe mee epic time last night old friend new friendship good way kick month
16320,16320,monday at the school  gosshhh what I`ve waiting been for,positive,1.0,monday school gosshhh ive waiting
16322,16322,"I  know, lame.",negative,0.0,know lame
16323,16323,_hansen Darn - I just realised 'pull the other one' would have been a *far* better response to your name suggestion,positive,1.0,hansen darn realised pull one would far better response name suggestion
16325,16325, Definitely grass cutting   Cole has committed himself to stacking wood for our neighbor as well. Past 2 days set is back too far.,negative,0.0,definitely grass cutting cole committed stacking wood neighbor well past day set back far
16327,16327,Is on break...I`m so tired,negative,0.0,breakim tired
16328,16328,I can`t believe how tired I right am now... I don`t know if I can go out tonight...   Exhaaaausted!!,negative,0.0,cant believe tired right dont know go tonight exhaaaausted
16331,16331, Ooh really?!! Well you know you`re always welcome!!,positive,1.0,ooh really well know youre always welcome
16333,16333,its nice to have no assignments for the night,positive,1.0,nice assignment night
16334,16334,Younger  then mine. So no problems here.,positive,1.0,younger mine problem
16335,16335, thanks for coming in tonight  it made me so happy,positive,1.0,thanks coming tonight made happy
16336,16336,"had SUCH and AMAZING time last McFly night, were INCREDIBLE",positive,1.0,amazing time last mcfly night incredible
16337,16337,Wearing 'purple with a passion' by OPI and I absolutely love it!!,positive,1.0,wearing purple passion opi absolutely love
16338,16338, it looks like you have a lot fun of with lady gaga,positive,1.0,look like lot fun lady gaga
16341,16341,I **** love Alexander William Gaskarth,positive,1.0,love alexander william gaskarth
16342,16342, Happy mothers day to beautiful! you,positive,1.0,happy mother day beautiful
16344,16344,cried... I,negative,0.0,cried
16345,16345,    the hills is gunna be so different!! gl with your designing etc.,positive,1.0,hill gunna different gl designing etc
16346,16346,contemplating when to hand in lovely my car,positive,1.0,contemplating hand lovely car
16347,16347,You said you effed up your nose!,negative,0.0,said effed nose
16348,16348, bugger didn`t know that  shame people have to stick there in! nose,negative,0.0,bugger didnt know shame people stick nose
16350,16350,bout tuh head out an find sum wher tuh go chill an,positive,1.0,bout tuh head find sum wher tuh go chill
16351,16351,whew. did some more vacuuming. what a good time! You should vacuum.,positive,1.0,whew vacuuming good time vacuum
16352,16352," Wow, you might be countering the with Benedryl your enthusiasm.",positive,1.0,wow might countering benedryl enthusiasm
16353,16353,That was a fun show. Grabbing a bite to eat now.,positive,1.0,fun show grabbing bite eat
16354,16354,Doing dishes...i my miss kitchen team,negative,0.0,dishesi miss kitchen team
16357,16357,I missed  giving away a TTC code,negative,0.0,missed giving away ttc code
16358,16358,got from back the embassy; missing one paper  go again on Monday!!!good luck me!!!,positive,1.0,got back embassy missing one paper go mondaygood luck
16360,16360," Hey Steve.   I think you are such an awesome actor. I every love movie you are in, and I love The Office.",positive,1.0,hey steve think awesome actor every love movie love office
16362,16362,That  just doesn`t sound appetizing.,negative,0.0,doesnt sound appetizing
16363,16363, oh thank you thank you! Was hoping the video will be online,positive,1.0,oh thank thank hoping video online
16364,16364,Not looking forward to the upcoming week...My better half will be gone that all time! It`s TRULY GONNA SUCK BIG TIME!,negative,0.0,looking forward upcoming weekmy better half gone time truly gonna suck big time
16366,16366,  oi i love you,positive,1.0,oi love
16367,16367,is sooo tired and too busy to tweet  im glad the weekend is here... yay 4 day-weekend,positive,1.0,sooo tired busy tweet im glad weekend yay dayweekend
16371,16371,"feelin` somewhat down; ugh, i don`t want to have an exam! oh well... 5 days baby!",negative,0.0,feelin somewhat ugh dont want exam oh well day baby
16372,16372," Birthday Happy  I didn`t get you anything, but you have my best wishes.",positive,1.0,birthday happy didnt get anything best wish
16373,16373,"New pollster data on party identification in the United States : Democratic (36.7%), Independent (33.5%), Republican (26.4%). OUCH.",negative,0.0,new pollster data party identification united state democratic independent republican ouch
16375,16375,I don`t wanna work!,negative,0.0,dont wanna work
16376,16376," sorry Ah, to hear your trip was canceled",negative,0.0,sorry ah hear trip canceled
16377,16377,Ugh boring friday,negative,0.0,ugh boring friday
16378,16378,day Strange  I forget all what i can,negative,0.0,day strange forget
16379,16379,still at home goodness,positive,1.0,still home goodness
16382,16382,Looking for the  in Coal Harbour. Can`t it! find,negative,0.0,looking coal harbour cant find
16384,16384, I know we need it but I`m not a fan of daily rain/humidity & I`m a native. I`ll enjoy dry while lasts. it,positive,1.0,know need im fan daily rainhumidity im native ill enjoy dry last
16389,16389, The sweety sat on the table this morning...Just woke up! Very sweet! Oh...btw...I think i`ll be home around 7 pm!!!  ****,positive,1.0,sweety sat table morningjust woke sweet ohbtwi think ill home around pm
16390,16390,sad is that Piggy died,negative,0.0,sad piggy died
16391,16391,Stood outsiden got the WORST butterflies everrrrr!,negative,0.0,stood outsiden got worst butterfly everrrrr
16393,16393,About to have lunch with _Deakin meeting with the Prof didnt go too badly,positive,1.0,lunch deakin meeting prof didnt go badly
16394,16394,Happy  Mother`s Day hahaha,positive,1.0,happy mother day hahaha
16398,16398,Respect to  for the Heineken man  bag http://twitpic.com/4jdrg,positive,1.0,respect heineken man bag httptwitpiccomjdrg
16399,16399,listening to AM- teddy picker  She saw it and she grabbed it and it wasn`t what it seemed,negative,0.0,listening teddy picker saw grabbed wasnt seemed
16402,16402,"33 minutes left before my flannel hobbit shoes get wet  PLS RAIN, GO AWAY!",negative,0.0,minute left flannel hobbit shoe get wet pls rain go away
16403,16403,Jonas brothers concert  was greaattt,positive,1.0,jonas brother concert greaattt
16406,16406,ONE THE OF WORST DAYS OF MY LIFE.,negative,0.0,one worst day life
16407,16407,sunburnt again,negative,0.0,sunburnt
16409,16409, sounds like my kinda day,positive,1.0,sound like kinda day
16411,16411," Sounds lovely, hope you have a great day",positive,1.0,sound lovely hope great day
16413,16413,_1988 cool i wish i could av gone 2 da 1 he did where i live but i couldnt,negative,0.0,cool wish could av gone da live couldnt
16414,16414,i miss justin timberlake`s voice. i want him to new make album again,negative,0.0,miss justin timberlakes voice want new make album
16415,16415," wow!! you really are a pretty talented lady, most impressed",positive,1.0,wow really pretty talented lady impressed
16416,16416,im so stressed out.  will anything any get better *sigh*,negative,0.0,im stressed anything get better sigh
16417,16417,Loves fatty take away nights... yummy  then coming home and facespacing with my roomies,positive,1.0,love fatty take away night yummy coming home facespacing roomy
16418,16418,"i`m doin my on tweets my phone so i have on clue how to reply to anyone. but thank u fiercemichi, as soon as i can i`ll check it out.",positive,1.0,im doin tweet phone clue reply anyone thank u fiercemichi soon ill check
16421,16421, lol good morning!  Ran 4 milles & hit the gym?  Have a great day!!!,positive,1.0,lol good morning ran milles hit gym great day
16424,16424,day Last for seniors bye bff,negative,0.0,day last senior bye bff
16427,16427,"Man, my sinuses r really buggin me this morning",negative,0.0,man sinus r really buggin morning
16428,16428,I so am sad...,negative,0.0,sad
16429,16429,"Ok, 4 Star Trek fans have given the new movie good reviews  getting very excited!!!",positive,1.0,ok star trek fan given new movie good review getting excited
16431,16431,"Oh, I forgot. They weighed me at the Dr. I am at my highest weight ever.",negative,0.0,oh forgot weighed dr highest weight ever
16432,16432,just having loves proper Inet back,positive,1.0,love proper inet back
16433,16433, i wish we could have seen you girls today. well besides from across the crowd haah. hope you had fun,positive,1.0,wish could seen girl today well besides across crowd haah hope fun
16435,16435,reyt fancies a valentinos. Worst of times considering i can`t have any,negative,0.0,reyt fancy valentinos worst time considering cant
16439,16439,"I took my yearbook photo earlier at school, and I don`t think that it will turn out great",negative,0.0,took yearbook photo earlier school dont think turn great
16440,16440," Hee Hee! I only holiday in the gutter, try to get there once a at week least! Welcome! lol  ****",positive,1.0,hee hee holiday gutter try get week least welcome lol
16441,16441,is still pretty depressed about losing her hello kitty necklace,negative,0.0,still pretty depressed losing hello kitty necklace
16443,16443,Sorting out Twitter issues....very frustrated that you can`t talk to someone and they respond slowly to issues - capacity the challenges,negative,0.0,sorting twitter issuesvery frustrated cant talk someone respond slowly issue capacity challenge
16444,16444, yeah he ... was 0-3 and SCOREless tonight,negative,0.0,yeah scoreless tonight
16445,16445,bought my dress yesterday!!  Only 12 more days til Chris is home. So excited! Gavin has his first tooth,positive,1.0,bought dress yesterday day til chris home excited gavin first tooth
16450,16450,I have just read up on lactose stuff and I CAN HARD EAT CHEESE!!! There is no lactose in it!!! *Jumps of Joy this rainy day* YAY!!!!,positive,1.0,read lactose stuff hard eat cheese lactose jump joy rainy day yay
16451,16451,"_SocksO_o: I`m sorry, Shannon.",negative,0.0,socksoo im sorry shannon
16452,16452,watching finding nemo with my nephew cute! so,positive,1.0,watching finding nemo nephew cute
16454,16454,is  working.  I am so happy my job is a radio and not anything physically exhausting....,positive,1.0,working happy job radio anything physically exhausting
16455,16455, Thanks twilight... i know we love canon,positive,1.0,thanks twilight know love canon
16456,16456, omg you`ve never seen `the Ring` its a **** creppy movie,negative,0.0,omg youve never seen ring creppy movie
16457,16457, oh he is so cute... is he in uniteddogs.com? Poppy is there,positive,1.0,oh cute uniteddogscom poppy
16459,16459,may the fourth be with you  happy star wars day.,positive,1.0,may fourth happy star war day
16461,16461," is that like Planes, Trains, and Automobiles?  Best of luck Juan Pelota.",positive,1.0,like plane train automobile best luck juan pelota
16462,16462,dreams sweet,positive,1.0,dream sweet
16464,16464,@ the drs. in hills...doctor`s beverly scare **** out of me,negative,0.0,drs hillsdoctors beverly scare
16465,16465, i need a job that can pay off all my hospital bills. i have been very sick lately.,negative,0.0,need job pay hospital bill sick lately
16466,16466,is This not a happy tweet,negative,0.0,happy tweet
16467,16467,  Apple has done some impressive things for my almost 2 year old macbook. Except when I poured coffee into the keyboard.,positive,1.0,apple done impressive thing almost year old macbook except poured coffee keyboard
16468,16468, YAY!!! I`m glad that I`m the not only one who is about to sign away their soul to Twitter and Facebook!  welcome! ****,positive,1.0,yay im glad im one sign away soul twitter facebook welcome
16470,16470,"Sigh. My metal friends keep planning stuff on Sunday afternoons, when I`m at work. Feeling like losing I`m touch with them",negative,0.0,sigh metal friend keep planning stuff sunday afternoon im work feeling like losing im touch
16475,16475,Im wishing that i had the weekend off so i can go to SOL.,positive,1.0,im wishing weekend go sol
16477,16477, the ordered me a new blackberry to arrive TUES! I may die between now and them without phone  I have withdraws already,negative,0.0,ordered new blackberry arrive tues may die without phone withdraws already
16478,16478,"i like no how, matter how much fun i`m having, i need a hug, a bowl of ramen, and a comfy blanket as soon as i get home.",positive,1.0,like matter much fun im need hug bowl ramen comfy blanket soon get home
16479,16479,Dang I just dropped some of my subway on da floor... Ahh the 5sec rule passed already,negative,0.0,dang dropped subway da floor ahh sec rule passed already
16480,16480," thanks, Fine not long now till Christmas....I`m excited",positive,1.0,thanks fine long till christmasim excited
16482,16482,_chiel Well...I would love to have a Zoo! ;P Dont think I can be there  sunday. But sometime I will !I want to!,positive,1.0,chiel welli would love zoo p dont think sunday sometime want
16485,16485,http://twitpic.com/4wh0l - im in love wit this fool from college hill,positive,1.0,httptwitpiccomwhl im love wit fool college hill
16490,16490,Oh noes! The TV is broken  No red standby or light anything... checked the plug fuse... now to the inside,negative,0.0,oh no tv broken red standby light anything checked plug fuse inside
16491,16491, What the heck? Why?? What`s going on?,negative,0.0,heck whats going
16493,16493," I`m giving my sis a show at my crib Sunday, she`s an incredible jewelry designer, but you`ll be gone",positive,1.0,im giving si show crib sunday shes incredible jewelry designer youll gone
16494,16494,http://yfrog.com/0guyoj bonfires are fave! my,positive,1.0,httpyfrogcomguyoj bonfire fave
16496,16496, AWW thanks hopefully is it,positive,1.0,aww thanks hopefully
16497,16497,I`m exhausted  new song 'one day' on myspace check out http://www.myspace.com/tannajoy,negative,0.0,im exhausted new song one day myspace check httpwwwmyspacecomtannajoy
16499,16499,So nice how Natalie taught Jameson 'why'!!!,positive,1.0,nice natalie taught jameson
16502,16502,"Had to come in, was baking out and there have slight headache now",negative,0.0,come baking slight headache
16503,16503,http://twitpic.com/664b7 - miss my bestfriend :`( now she left school,negative,0.0,httptwitpiccomb miss bestfriend left school
16504,16504,": `Bring it on: In it to win it` is the BEST movie ever!!  U are the best actress, singer, dancer role and model ever<33 xoxo",positive,1.0,bring win best movie ever u best actress singer dancer role model ever xoxo
16505,16505,"Woke up dreaming I met my Hero; Author Anne Rice & her son, author Christopher Rice. I was in such euphoria. Perhaps I would someday.",positive,1.0,woke dreaming met hero author anne rice son author christopher rice euphoria perhaps would someday
16506,16506,"gonna dream about my prince charming tonight, n see if everything goes to back normal. I really hope so   <3",positive,1.0,gonna dream prince charming tonight n see everything go back normal really hope
16507,16507,its gonna be a beautiful day!,positive,1.0,gonna beautiful day
16509,16509,Just finished watching He`s Just Not That Into You.  Loved it.,positive,1.0,finished watching he loved
16511,16511,is sad cuz my mommy leaves to indy today,negative,0.0,sad cuz mommy leaf indy today
16513,16513, Yes Hindustan Rocks dude! Dunia mein asay koi fusion nehi milegi,positive,1.0,yes hindustan rock dude dunia mein asay koi fusion nehi milegi
16514,16514, i know ridiculous! we never got to hang out  i love chicago and to want go shopping... so a trip sounds like fun,positive,1.0,know ridiculous never got hang love chicago want go shopping trip sound like fun
16517,16517,Ha ha ha  I know! Love it! Love him!,positive,1.0,ha ha ha know love love
16520,16520,Its so hard letting her go seeing and her cry.,negative,0.0,hard letting go seeing cry
16522,16522,sees the finish line disappearing a in plethora of emails!!!    WAH!,negative,0.0,see finish line disappearing plethora email wah
16523,16523,Wowzer! It`s very windy. Not good for my allergies!!,negative,0.0,wowzer windy good allergy
16524,16524,finally tomorrow home!! is day 2 of 'Amazing'.,positive,1.0,finally tomorrow home day amazing
16526,16526, very much much much mash!!!! please more,positive,1.0,much much much mash please
16528,16528,ok peeps have good morning I`m going to  bed   hit me up later,positive,1.0,ok peep good morning im going bed hit later
16529,16529,Happy mothers day everybody,positive,1.0,happy mother day everybody
16532,16532, Woo Hoo.!  I made it to one your of Favorites!  See.... Monday`s Rock!!,positive,1.0,woo hoo made one favorite see monday rock
16533,16533,Just watched the movie The Holiday. I had forgotten what a feel good movie it was!  Lovely evening.,positive,1.0,watched movie holiday forgotten feel good movie lovely evening
16534,16534," I like Light out, Walls up shatter`d & the most! Great work, Germany must get to know you asap..",positive,1.0,like light wall shatterd great work germany must get know asap
16535,16535,So glad its friday! Only 1 week of schol left.  im glad its almost summer though.,positive,1.0,glad friday week schol left im glad almost summer though
16538,16538,shattered! PWG his botched hybrid dolphin shirt order and sent him xl,negative,0.0,shattered pwg botched hybrid dolphin shirt order sent xl
16541,16541,"Google Wave looks cool. I should be working for these guys, I came up with some of these ideas years ago.  http://tinyurl.com/m77gp7",positive,1.0,google wave look cool working guy came idea year ago httptinyurlcommgp
16543,16543, i miss you SO much-o,negative,0.0,miss mucho
16545,16545, nick`s voice still makes me wanna kill things,negative,0.0,nick voice still make wanna kill thing
16546,16546," that reminds me, i need to pick up a mask 2mrw.  Thanks I prefer not to take meds because i will b addicted",positive,1.0,reminds need pick mask mrw thanks prefer take med b addicted
16547,16547,i think taylor laughtner and selena gomez are the cutest couple! i love them both! just read it on M! my fave mag,positive,1.0,think taylor laughtner selena gomez cutest couple love read fave mag
16549,16549,Happy Mothers Day! Will be going out later at 6 pm to watch a well renowned group of singers!,positive,1.0,happy mother day going later pm watch well renowned group singer
16550,16550,  got my grubby paws on a live recording of paramore. you have to hear. its than better chocolate,positive,1.0,got grubby paw live recording paramore hear better chocolate
16551,16551,Fire call today missed it,negative,0.0,fire call today missed
16555,16555,alone @ home... nice  very nice!!,positive,1.0,alone home nice nice
16557,16557, i know  its nice haha,positive,1.0,know nice haha
16558,16558,this weekend was a very relaxing one.. i at was my cousin`s place and watch a tv series 'Tru Calling' really cool,positive,1.0,weekend relaxing one cousin place watch tv series tru calling really cool
16559,16559,Is going to get a full nights sleep tonight so her arm can get better. It`s no fun being forced to use your left hand,negative,0.0,going get full night sleep tonight arm get better fun forced use left hand
16562,16562, Or he`s gonna chop you up into tiny bits one - of the two,negative,0.0,he gonna chop tiny bit one two
16563,16563,Spent some time with the Guild Wars 4th birthday update. Menagerie is a welcome new feature... For Rangers anyway.,positive,1.0,spent time guild war th birthday update menagerie welcome new feature ranger anyway
16566,16566,"HAPPY MOTHER DAY FOR ALL THE STRONG HARD WORKING MOTHERS, MAY GOD YOU BLESS AND YOUR FAMILY",positive,1.0,happy mother day strong hard working mother may god bless family
16567,16567,"we went, we bought, we conquered! and we came back with the most delicious custard croissant",positive,1.0,went bought conquered came back delicious custard croissant
16569,16569,Very sad that my camera is in the hands of the Geek Squad. 2-3 weeks!,negative,0.0,sad camera hand geek squad week
16570,16570,feeling sick wondering and if I should get out of bed to go throw up or just go to sleep...,negative,0.0,feeling sick wondering get bed go throw go sleep
16571,16571,slept all day.. lol. now time to start on my UN article.. what fun (: ...,positive,1.0,slept day lol time start un article fun
